system,history_id,history_step,b_star_cont,A_star_on_b_star_cont,J_bus_star_cont,second_bus_cont,gap_best_second_bus_cont,b_star_snap,A_star_on_b_star_snap,J_bus_star_snap,second_bus_snap,gap_best_second_bus_snap,joint_bus_cont,joint_amp_cont,bus_ranking_cont
ieee5,63,1,1,0.05,0.8546875,3,0.024218749999999956,1,0.05,0.8890625000000001,3,0.02343749999999989,1,0.05,1 3 4 2 0
ieee5,64,1,1,0.1,0.8625,3,0.03750000000000009,1,0.05,0.8765624999999999,3,0.02968750000000009,1,0.1,1 3 2 4 0
ieee5,65,1,1,0.05,0.9453125000000001,3,0.017968749999999978,1,0.05,0.9296875,3,0.010937500000000044,1,0.05,1 3 2 4 0
ieee5,66,1,1,0.05,0.875,3,0.04531250000000009,1,0.05,0.884375,3,0.04687500000000011,1,0.05,1 3 2 4 0
ieee5,67,1,4,0.05,0.7531250000000002,3,0.01171875,4,0.05,0.8125000000000001,3,0.010937499999999933,4,0.05,4 3 1 2 0
ieee5,68,1,2,0.3,0.7328125000000001,4,0.0,2,0.3,0.7781250000000001,4,0.0,4,0.05,2 4 3 1 0
ieee5,69,1,1,0.05,0.846875,3,0.038281250000000044,1,0.05,0.8750000000000001,3,0.026562499999999933,1,0.05,1 3 0 4 2
ieee5,70,1,1,0.05,0.6140625000000001,4,0.006249999999999978,1,0.05,0.7093750000000001,4,0.006249999999999978,1,0.05,1 4 3 2 0
ieee5,71,1,3,0.05,0.746875,4,0.0,3,0.05,0.778125,4,0.0,3,0.05,3 4 2 1 0
ieee5,72,1,1,0.05,0.609375,2,0.0,1,0.05,0.70625,2,0.0,1,0.05,1 2 3 4 0
ieee5,73,1,1,0.05,0.8585937500000002,4,0.01953124999999989,1,0.05,0.8843750000000001,4,0.009375000000000022,1,0.05,1 4 3 2 0
ieee5,74,1,1,0.05,0.9109375,3,0.04140625000000009,1,0.05,0.9046875,3,0.04218749999999993,1,0.05,1 3 2 4 0
ieee5,75,1,1,0.1,0.8773437499999999,3,0.0375000000000002,1,0.1,0.8890625000000001,3,0.042187500000000044,1,0.1,1 3 2 4 0
ieee5,76,1,1,0.15,0.8445312500000001,3,0.04062500000000002,1,0.15,0.8703125,3,0.046875,1,0.15,1 3 2 4 0
ieee5,77,1,1,0.05,0.92890625,3,0.028906250000000022,1,0.05,0.9296875,3,0.012500000000000067,1,0.05,1 3 2 4 0
ieee5,78,1,1,0.05,0.91953125,3,0.014843749999999933,1,0.05,0.9078125,3,0.014062499999999978,1,0.05,1 3 2 4 0
ieee5,79,1,1,0.05,0.8718750000000001,4,0.017187500000000022,1,0.05,0.909375,4,0.004687499999999956,1,0.05,1 4 3 2 0
ieee5,80,1,2,0.3,0.7570312499999999,3,0.0,2,0.3,0.7843749999999999,3,0.0,3,0.05,2 3 4 1 0
ieee5,81,1,1,0.05,0.8351562500000002,4,0.03828124999999993,1,0.05,0.8765625000000001,2,0.012499999999999956,1,0.05,1 4 2 3 0
ieee5,82,1,3,0.05,0.6218750000000001,4,0.0,3,0.05,0.7171875000000001,4,0.0,3,0.05,3 4 2 1 0
ieee5,83,1,2,0.3,0.7765625,4,0.0015624999999999112,2,0.3,0.8125,4,0.0,2,0.3,2 4 3 1 0
ieee5,84,1,4,0.2,0.671875,3,0.007812500000000111,4,0.2,0.753125,3,0.0078125,4,0.2,4 3 2 1 0
ieee5,85,1,1,0.05,0.8343750000000001,4,0.0390625,1,0.05,0.8718750000000002,3,0.02499999999999991,1,0.05,1 4 3 2 0
ieee5,86,1,1,0.05,0.8445312500000001,3,0.06874999999999998,1,0.05,0.8546875,2,0.0625,1,0.05,1 3 2 4 0
ieee5,87,1,1,0.05,0.9109375,3,0.03125,1,0.05,0.9109375000000001,3,0.018749999999999933,1,0.05,1 3 2 4 0
ieee5,88,1,1,0.05,0.91953125,3,0.016406249999999956,1,0.05,0.909375,3,0.014062499999999978,1,0.05,1 3 2 4 0
ieee5,89,1,1,0.05,0.9171875,3,0.02578125000000009,1,0.05,0.925,3,0.0078125,1,0.05,1 3 2 4 0
ieee5,90,1,1,0.05,0.91640625,3,0.03593750000000007,1,0.05,0.9171874999999999,3,0.017187500000000022,1,0.05,1 3 2 4 0
ieee5,91,1,1,0.05,0.87890625,4,0.01953125,1,0.05,0.9046875,4,0.007812500000000111,1,0.05,1 4 3 2 0
ieee5,92,1,2,0.3,0.775,3,0.0,4,0.05,0.8109375000000001,2,0.0015624999999999112,3,0.05,2 3 4 1 0
ieee5,93,1,1,0.05,0.846875,3,0.03984375000000007,1,0.05,0.878125,3,0.018750000000000044,1,0.05,1 3 4 2 0
ieee5,94,1,1,0.05,0.6140625000000001,2,0.0,1,0.05,0.7093750000000001,2,0.0,1,0.05,1 2 4 3 0
ieee5,95,1,2,0.3,0.7328125000000001,3,0.0,2,0.3,0.7687499999999999,3,0.0,3,0.05,2 3 4 1 0
ieee5,96,1,1,0.05,0.640625,3,0.0015625000000001332,1,0.05,0.728125,3,0.0015625000000000222,1,0.05,1 3 4 2 0
ieee5,97,1,1,0.05,0.83984375,3,0.04921875000000009,1,0.05,0.878125,4,0.025000000000000022,1,0.05,1 3 4 2 0
ieee5,98,1,1,0.05,0.88671875,3,0.026562500000000044,1,0.05,0.903125,3,0.007812500000000222,1,0.05,1 3 2 4 0
ieee5,99,1,1,0.05,0.91328125,3,0.010937500000000044,3,0.3,0.9078124999999999,1,0.004687500000000067,1,0.05,1 3 2 4 0
ieee5,100,1,1,0.05,0.8609375,3,0.028125000000000067,1,0.05,0.884375,3,0.012499999999999956,1,0.05,1 3 4 2 0
ieee5,101,1,1,0.1,0.9265625,3,0.014062500000000089,1,0.1,0.90625,3,0.015625,1,0.1,1 3 4 2 0
ieee5,102,1,1,0.05,0.85859375,2,0.06015624999999991,1,0.05,0.8812500000000001,2,0.03906249999999989,1,0.05,1 2 3 4 0
ieee5,103,1,1,0.15,0.8476562500000001,4,0.028125000000000067,1,0.15,0.8875,4,0.017187500000000133,1,0.15,1 4 3 2 0
ieee5,104,1,4,0.05,0.7453125,2,0.0015624999999999112,4,0.05,0.784375,2,0.0015624999999999112,4,0.05,4 2 3 1 0
ieee5,105,1,1,0.05,0.85234375,3,0.028906250000000133,1,0.05,0.8843750000000001,3,0.015625,1,0.05,1 3 4 2 0
ieee5,106,1,1,0.05,0.6296875000000001,3,0.006249999999999978,1,0.05,0.7203125000000001,3,0.004687499999999956,1,0.05,1 3 4 2 0
ieee5,107,1,2,0.3,0.675,3,0.0,2,0.3,0.7375,3,0.0,3,0.05,2 3 4 1 0
ieee5,108,1,4,0.15,0.70625,3,0.007031250000000044,4,0.15,0.7796875000000001,3,0.009374999999999911,4,0.15,4 3 2 1 0
ieee5,109,1,1,0.05,0.8453125,4,0.03359374999999998,1,0.05,0.8843750000000001,4,0.009374999999999911,1,0.05,1 4 3 2 0
ieee5,110,1,1,0.05,0.8859375,3,0.030468750000000044,1,0.05,0.9015625,3,0.015625,1,0.05,1 3 2 4 0
ieee5,111,1,1,0.15,0.86015625,3,0.03515625000000011,1,0.15,0.8765625,3,0.03749999999999998,1,0.15,1 3 2 4 0
ieee5,112,1,1,0.05,0.8382812500000001,4,0.010937499999999933,1,0.05,0.8859375,4,0.0,1,0.05,1 4 3 2 0
ieee5,113,1,1,0.05,0.8984375,3,0.03515625,1,0.05,0.89375,3,0.029687499999999867,1,0.05,1 3 2 4 0
ieee5,114,1,1,0.05,0.90625,3,0.03359375000000009,1,0.05,0.8968750000000001,3,0.03124999999999989,1,0.05,1 3 4 2 0
ieee5,115,1,1,0.05,0.8414062500000001,4,0.014843749999999822,1,0.05,0.88125,4,0.007812500000000111,1,0.05,1 4 3 2 0
ieee5,116,1,4,0.05,0.74296875,2,0.0015625000000000222,4,0.05,0.7796875,2,0.0015625000000000222,4,0.05,4 2 3 1 0
ieee5,117,1,1,0.05,0.8281250000000001,3,0.06171874999999993,1,0.05,0.859375,2,0.04375000000000007,1,0.05,1 3 2 4 0
ieee5,118,1,4,0.05,0.8125,1,0.0007812500000000666,4,0.05,0.8578125000000001,1,0.0078125,4,0.05,4 1 3 2 0
ieee5,119,1,2,0.3,0.753125,4,0.0015624999999999112,2,0.3,0.7890625,4,0.0,2,0.3,2 4 3 1 0
ieee5,120,1,1,0.05,0.815625,4,0.014062500000000089,1,0.05,0.8703125,4,0.0031250000000000444,1,0.05,1 4 3 2 0
ieee5,121,1,1,0.05,0.8445312500000001,4,0.034375000000000044,1,0.05,0.8828125000000002,4,0.006249999999999867,1,0.05,1 4 3 2 0
ieee5,122,1,1,0.05,0.86640625,3,0.03281250000000002,1,0.05,0.8812500000000001,3,0.035937499999999956,1,0.05,1 3 2 4 0
ieee5,123,1,1,0.15,0.875,3,0.02578125000000009,1,0.15,0.896875,3,0.029687499999999978,1,0.15,1 3 2 4 0
ieee5,124,1,1,0.15,0.8671875,3,0.03593750000000007,1,0.15,0.8859375,3,0.035937499999999956,1,0.15,1 3 2 4 0
ieee5,125,1,1,0.05,0.91796875,3,0.013281249999999911,1,0.05,0.9125000000000001,3,0.014062499999999867,1,0.05,1 3 2 4 0
ieee5,126,1,1,0.05,0.846875,3,0.050000000000000044,1,0.05,0.8703125,3,0.043749999999999956,1,0.05,1 3 2 4 0
ieee5,127,1,1,0.05,0.8609375000000001,3,0.012499999999999956,1,0.05,0.9,3,0.009375000000000022,1,0.05,1 3 4 2 0
ieee5,128,1,1,0.05,0.7124999999999999,3,0.0,1,0.05,0.75625,3,0.0,1,0.05,1 3 4 2 0
ieee5,129,1,1,0.05,0.85390625,2,0.05468750000000011,1,0.05,0.875,2,0.0390625,1,0.05,1 2 3 4 0
ieee5,130,1,4,0.15,0.7421875,3,0.014062500000000089,4,0.15,0.8031250000000001,3,0.014062499999999978,4,0.15,4 3 2 1 0
ieee5,131,1,3,0.05,0.70390625,4,0.0,3,0.05,0.753125,4,0.0,3,0.05,3 4 1 2 0
ieee5,132,1,1,0.1,0.6531250000000001,3,0.0,1,0.1,0.7359375000000001,3,0.0,3,0.05,1 3 4 2 0
ieee5,133,1,1,0.1,0.8453125000000001,3,0.04296875,1,0.05,0.8656250000000001,3,0.03906249999999989,1,0.1,1 3 2 4 0
ieee5,134,1,1,0.05,0.9171874999999999,3,0.008593750000000067,1,0.05,0.903125,3,0.007812500000000111,1,0.05,1 3 2 4 0
ieee5,135,1,1,0.15,0.92578125,3,0.016406249999999956,1,0.1,0.928125,3,0.025000000000000022,1,0.15,1 3 4 2 0
ieee5,136,1,1,0.1,0.8531250000000001,3,0.05624999999999991,1,0.05,0.8734375000000001,3,0.05624999999999991,1,0.1,1 3 2 4 0
ieee5,137,1,1,0.05,0.903125,3,0.02968750000000009,1,0.05,0.903125,3,0.014062500000000089,1,0.05,1 3 4 2 0
ieee5,138,1,1,0.075,0.8390625,3,0.051562499999999956,1,0.05,0.8609375000000001,3,0.04687499999999989,1,0.075,1 3 2 4 0
ieee5,139,1,1,0.15,0.8960937500000001,3,0.03281249999999991,1,0.15,0.9015625,3,0.034375000000000044,1,0.15,1 3 2 4 0
ieee5,140,1,4,0.05,0.72265625,3,0.0031249999999999334,4,0.05,0.7671875,3,0.0015625000000000222,4,0.05,4 3 2 1 0
ieee5,141,1,1,0.05,0.84296875,4,0.04296875,1,0.05,0.878125,4,0.014062500000000089,1,0.05,1 4 3 2 0
ieee5,142,1,1,0.05,0.61875,2,0.0,1,0.05,0.7125000000000001,2,0.0,1,0.05,1 2 3 4 0
ieee5,143,1,2,0.2,0.7523437499999999,4,0.0,2,0.2,0.7796875,4,0.0,4,0.05,2 4 3 1 0
ieee5,144,1,4,0.2,0.70859375,3,0.002343749999999978,4,0.2,0.778125,3,0.004687500000000178,4,0.2,4 3 2 1 0
ieee5,145,1,1,0.05,0.83125,2,0.05234375000000013,1,0.05,0.8718750000000001,2,0.021874999999999978,1,0.05,1 2 4 3 0
ieee5,146,1,1,0.05,0.8500000000000001,3,0.06796875000000002,1,0.05,0.86875,2,0.05156250000000007,1,0.05,1 3 2 4 0
ieee5,147,1,1,0.15,0.875,3,0.03281250000000002,1,0.15,0.890625,3,0.0234375,1,0.15,1 3 2 4 0
ieee5,148,1,1,0.05,0.9164062499999999,3,0.017187500000000133,1,0.05,0.9078125,3,0.025000000000000022,1,0.05,1 3 4 2 0
ieee5,149,1,1,0.05,0.9195312499999999,3,0.013281250000000133,1,0.05,0.9109375000000001,3,0.014062499999999978,1,0.05,1 3 4 2 0
ieee5,150,1,1,0.1,0.92734375,3,0.029687499999999978,1,0.05,0.9375,3,0.009375000000000133,1,0.1,1 3 2 4 0
ieee5,151,1,1,0.15,0.8960937500000001,3,0.024218749999999956,1,0.15,0.9203125000000001,4,0.020312499999999956,1,0.15,1 3 4 2 0
ieee5,152,1,2,0.3,0.765625,4,0.0,2,0.3,0.8015625000000001,4,0.0,4,0.05,2 4 3 1 0
ieee5,153,1,1,0.05,0.82421875,4,0.04765625000000018,1,0.05,0.8734375000000001,4,0.015625,1,0.05,1 4 3 2 0
ieee5,154,1,4,0.05,0.8132812500000002,1,0.014843749999999933,4,0.05,0.859375,1,0.015625,4,0.05,4 1 3 2 0
ieee5,155,1,4,0.05,0.74609375,3,0.0031250000000000444,4,0.05,0.790625,3,0.0015625000000000222,4,0.05,4 3 2 1 0
ieee5,156,1,4,0.05,0.7359375000000001,3,0.0078125,4,0.05,0.8,3,0.0078125,4,0.05,4 3 2 1 0
ieee5,157,1,1,0.05,0.8484375000000002,4,0.03437499999999982,1,0.05,0.8812500000000001,4,0.010937499999999933,1,0.05,1 4 3 2 0
ieee5,158,1,1,0.05,0.934375,3,0.021874999999999978,1,0.05,0.9125000000000001,3,0.02499999999999991,1,0.05,1 3 4 2 0
ieee5,159,1,1,0.05,0.88828125,3,0.015624999999999889,1,0.05,0.890625,3,0.010937500000000044,1,0.05,1 3 2 4 0
ieee5,160,1,1,0.075,0.8835937500000001,3,0.021874999999999978,1,0.05,0.8999999999999999,3,0.014062500000000089,1,0.075,1 3 2 4 0
ieee5,161,1,1,0.05,0.9109375,3,0.014062500000000089,1,0.05,0.9140625,3,0.0078125,1,0.05,1 3 4 2 0
ieee5,162,1,1,0.05,0.8289062500000002,2,0.04999999999999982,1,0.05,0.8578125000000001,2,0.035937499999999956,1,0.05,1 2 3 4 0
ieee5,163,1,1,0.1,0.8906250000000001,3,0.020312500000000067,1,0.1,0.9078125,3,0.026562499999999933,1,0.1,1 3 4 2 0
ieee5,164,1,3,0.05,0.7593749999999999,4,0.0,3,0.05,0.7984375,4,0.0,3,0.05,3 4 2 1 0
ieee5,165,1,1,0.05,0.83671875,3,0.0375000000000002,1,0.05,0.8750000000000002,3,0.018749999999999822,1,0.05,1 3 0 4 2
ieee5,166,1,4,0.05,0.640625,2,0.0015625000000001332,4,0.05,0.728125,2,1.1102230246251565e-16,4,0.05,4 2 3 1 0
ieee5,167,1,3,0.05,0.72734375,2,0.0031250000000000444,3,0.05,0.7671875,2,0.0015625000000000222,3,0.05,3 2 4 1 0
ieee5,168,1,1,0.05,0.8203125000000001,3,0.008593749999999956,1,0.05,0.86875,4,0.0015625000000000222,1,0.05,1 3 4 2 0
ieee5,169,1,1,0.05,0.8234375,2,0.04843750000000002,1,0.05,0.8625,2,0.028124999999999956,1,0.05,1 2 3 4 0
ieee5,170,1,1,0.05,0.92578125,3,0.011718750000000111,1,0.05,0.9125,3,0.014062499999999978,1,0.05,1 3 4 2 0
ieee5,171,1,1,0.15,0.8765625000000001,3,0.02734374999999989,1,0.15,0.8875,3,0.03281250000000013,1,0.15,1 3 2 4 0
ieee5,172,1,1,0.05,0.89453125,3,0.03125,1,0.05,0.903125,3,0.0234375,1,0.05,1 3 2 4 0
ieee5,173,1,1,0.075,0.88671875,3,0.02578125000000009,1,0.15,0.903125,3,0.028125000000000067,1,0.075,1 3 2 4 0
ieee5,174,1,1,0.05,0.86875,3,0.028125000000000067,1,0.05,0.89375,3,0.026562500000000044,1,0.05,1 3 2 4 0
ieee5,175,1,4,0.3,0.78203125,3,0.008593749999999956,4,0.3,0.8328125000000002,3,0.012499999999999845,4,0.3,4 3 1 2 0
ieee5,176,1,4,0.05,0.73828125,3,0.0031250000000000444,4,0.05,0.775,3,0.0015625000000000222,4,0.05,4 3 2 1 0
ieee5,177,1,1,0.05,0.85859375,4,0.014062500000000089,4,0.3,0.8812500000000001,1,0.0078125,1,0.05,1 4 3 2 0
ieee5,178,1,1,0.05,0.6187500000000001,2,0.0,1,0.05,0.7125000000000001,2,0.0,1,0.05,1 2 4 3 0
ieee5,179,1,2,0.3,0.7625,3,0.0,2,0.3,0.7906249999999999,3,0.0,3,0.05,2 3 4 1 0
ieee5,180,1,1,0.05,0.8960937500000001,3,0.017968749999999867,1,0.15,0.9234374999999999,3,0.02343750000000011,1,0.05,1 3 4 2 0
ieee5,181,1,1,0.05,0.86328125,3,0.0390625,1,0.05,0.8859375,3,0.0234375,1,0.05,1 3 4 2 0
ieee5,182,1,1,0.05,0.90234375,3,0.026562500000000044,1,0.05,0.8890625,3,0.026562499999999933,1,0.05,1 3 2 4 0
ieee5,183,1,1,0.15,0.890625,3,0.03281250000000013,1,0.15,0.89375,3,0.0390625,1,0.15,1 3 2 4 0
ieee5,184,1,1,0.05,0.9,3,0.025781249999999978,1,0.05,0.90625,3,0.02187500000000009,1,0.05,1 3 4 2 0
ieee5,185,1,1,0.15,0.878125,3,0.017187500000000022,1,0.15,0.890625,3,0.004687499999999956,1,0.15,1 3 2 4 0
ieee5,186,1,1,0.05,0.8390625,2,0.07656249999999987,1,0.05,0.8578125000000001,2,0.05624999999999991,1,0.05,1 2 3 4 0
ieee5,187,1,1,0.05,0.8765625,3,0.010156249999999978,1,0.05,0.9109375,3,0.012500000000000067,1,0.05,1 3 4 2 0
ieee5,188,1,2,0.3,0.7562500000000001,3,0.0007812499999999556,4,0.05,0.8,3,0.0015624999999999112,2,0.3,2 3 4 1 0
ieee5,189,1,1,0.05,0.83515625,4,0.04453125000000013,1,0.05,0.875,4,0.014062500000000089,1,0.05,1 4 3 2 0
ieee5,190,1,1,0.05,0.8125000000000001,4,0.0,4,0.2,0.8531250000000001,1,0.007812499999999778,1,0.05,1 4 3 2 0
ieee5,191,1,2,0.3,0.7375,4,0.0,2,0.3,0.778125,4,0.0,4,0.05,2 4 3 1 0
