rollout_id,theta_test_id,sequence,y_obs,u_ctrl_prior,u_ctrl_final,u_req_true,posterior_mean_U,excess_control,safe_total,changed,reduced,increased
63,24,35 47,1.7231903 1.0467298,1.6,1.6,0.0,0.015548330048739394,1.6,True,False,False,False
64,7,74 9,0.80749437 1.1862897,1.6,1.6,1.04,0.029271591631770656,0.56,True,False,False,False
65,13,30 66,3.3877668 0.44672205,1.6,1.6,0.0,0.1415309966631442,1.6,True,False,False,False
66,21,56 71,3.8270095 1.4994871,1.6,1.52,0.0,0.07126478132053665,1.52,True,True,True,False
67,22,50 46,1.1504306 0.8124378,1.6,1.6,0.0,0.09797755773768657,1.6,True,False,False,False
68,3,51 29,0.70231798 2.3519851,1.6,1.6,0.0,0.3497675227295533,1.6,True,False,False,False
69,8,83 61,1.4655442 1.5109645,1.6,1.6,0.0,0.03110834443817921,1.6,True,False,False,False
70,19,32 48,1.5122606 1.0656298,1.6,1.44,0.72,0.0011028059045137901,0.72,True,True,True,False
71,25,51 43,1.0917392 1.3968969,1.6,1.52,0.0,0.014302289110564135,1.52,True,True,True,False
72,19,27 75,2.7907065 1.7607583,1.6,1.52,0.72,0.0800024340975814,0.8,True,True,True,False
73,13,37 0,0.70352137 6.5817697,1.6,1.6,0.0,0.15867005922699373,1.6,True,False,False,False
74,0,21 59,1.4206798 0.81331729,1.6,1.52,0.0,0.01623259924020973,1.52,True,True,True,False
75,24,20 55,0.85840926 1.0624815,1.6,1.52,0.0,0.0066390472771970565,1.52,True,True,True,False
76,31,40 57,0.43121928 1.8677131,1.6,1.6,0.0,0.020706075922646495,1.6,True,False,False,False
77,23,75 19,2.7738053 1.4957889,1.6,1.6,0.0,0.1635353472078977,1.6,True,False,False,False
78,3,6 24,0.89569226 0.97045215,1.6,1.52,0.0,0.019152684965205623,1.52,True,True,True,False
79,17,42 28,3.0560688 2.9150402,1.6,1.6,0.0,0.19880393451972106,1.6,True,False,False,False
80,13,30 36,3.5344217 1.1071084,1.6,1.52,0.0,0.08114683538695315,1.52,True,True,True,False
81,0,62 69,0.5059152 1.1715496,1.6,1.52,0.0,0.011705448837083817,1.52,True,True,True,False
82,2,79 2,1.1383654 1.5322898,1.6,1.6,0.0,0.028215921281629665,1.6,True,False,False,False
83,11,45 25,1.267398 0.48121624,1.6,1.6,0.0,0.19936176349590062,1.6,True,False,False,False
84,14,28 4,5.214737 1.1384471,1.6,1.52,0.0,0.021998212678509772,1.52,True,True,True,False
85,2,66 24,0.68253526 0.82195916,1.6,1.6,0.0,0.046821787209226556,1.6,True,False,False,False
86,27,59 12,0.97500204 0.5784263,1.6,1.6,0.0,0.07711647192828122,1.6,True,False,False,False
87,1,49 74,1.8362918 1.2091915,1.6,1.6,0.0,0.023385761760154816,1.6,True,False,False,False
88,31,14 7,3.7326967 0.94915189,1.6,1.6,0.0,0.6520780244914256,1.6,True,False,False,False
89,24,43 82,2.8972876 1.4367839,1.6,1.44,0.0,2.4441446111207336e-08,1.44,True,True,True,False
90,30,29 35,1.9285661 1.2735639,1.6,1.6,0.0,0.06824876197472025,1.6,True,False,False,False
91,16,59 23,1.293893 0.51779425,1.6,1.44,0.0,0.006085663068777973,1.44,True,True,True,False
92,29,79 65,1.3972557 1.0714778,1.6,1.6,0.08,0.07164607035279455,1.52,True,False,False,False
93,6,73 22,0.95224605 1.4491959,1.6,1.6,0.0,0.039938386386802596,1.6,True,False,False,False
94,12,44 37,1.4516575 0.91035472,1.6,1.6,0.0,0.02648572386644342,1.6,True,False,False,False
95,26,7 49,1.0543708 1.185072,1.6,1.6,0.08,0.2463280318812292,1.52,True,False,False,False
96,19,34 48,0.9128244 0.88816399,1.6,1.6,0.72,0.10908055981410872,0.8800000000000001,True,False,False,False
97,28,31 6,1.3650837 0.95859272,1.6,1.6,0.0,0.2631389887011075,1.6,True,False,False,False
98,6,19 47,1.1700556 1.4635181,1.6,1.6,0.0,0.03440569572977897,1.6,True,False,False,False
99,15,78 76,1.0091969 1.2842247,1.6,1.6,0.0,0.01200610483932493,1.6,True,False,False,False
100,20,50 30,1.1103388 1.6551957,1.6,1.6,0.0,0.020375380185303806,1.6,True,False,False,False
101,8,16 71,1.3985042 1.8920987,1.6,1.6,0.0,0.028054374173698965,1.6,True,False,False,False
102,17,78 37,1.3191132 1.2327654,1.6,1.6,0.0,0.15982000893656495,1.6,True,False,False,False
103,12,76 67,1.0359879 0.76247151,1.6,1.6,0.0,0.06469731839665822,1.6,True,False,False,False
104,14,8 50,0.93459194 0.94685336,1.6,1.52,0.0,0.020109179496900356,1.52,True,True,True,False
105,14,60 46,1.0902583 0.95553086,1.6,1.6,0.0,0.06839674502183239,1.6,True,False,False,False
106,10,38 15,0.49557746 2.1486179,1.6,1.6,0.08,0.1855264956400109,1.52,True,False,False,False
107,6,12 62,0.84868028 0.50899789,1.6,1.6,0.0,0.07193408912017003,1.6,True,False,False,False
108,15,78 59,1.0038081 0.9963629,1.6,1.6,0.0,0.05473888665147536,1.6,True,False,False,False
109,22,40 16,0.90452849 2.0590361,1.6,1.44,0.0,0.001642596399713884,1.44,True,True,True,False
110,26,68 46,1.2492413 0.69403025,1.6,1.6,0.08,0.09794053399749873,1.52,True,False,False,False
111,1,32 7,1.3689328 1.6473964,1.6,1.44,0.0,0.0016102302610504222,1.44,True,True,True,False
112,31,2 72,1.019512 1.5649662,1.6,1.6,0.0,0.14899362024109217,1.6,True,False,False,False
113,1,22 77,1.3952711 2.2185,1.6,1.44,0.0,0.00018066477069816314,1.44,True,True,True,False
114,1,66 76,0.37548305 0.5633082,1.6,1.6,0.0,0.08531788117650459,1.6,True,False,False,False
115,18,30 43,2.9183684 1.6350373,1.6,1.6,0.48,0.020700565411675073,1.12,True,False,False,False
116,23,47 17,1.8746029 1.7685514,1.6,1.6,0.0,0.2971822821990573,1.6,True,False,False,False
117,5,69 25,1.8780715 0.44445883,1.6,1.6,0.0,0.08685172905961203,1.6,True,False,False,False
118,10,19 59,0.7229186 1.325157,1.6,1.44,0.08,0.03743397647698242,1.3599999999999999,True,True,True,False
119,12,77 40,1.6594537 0.57057516,1.6,1.6,0.0,0.02702193810088053,1.6,True,False,False,False
120,29,68 4,0.82168716 0.8382843,1.6,1.6,0.08,0.1082315091818988,1.52,True,False,False,False
121,19,40 81,0.84473818 0.97031937,1.6,1.6,0.72,0.11965669390967053,0.8800000000000001,True,False,False,False
122,30,9 53,1.4428117 0.44314368,1.6,1.6,0.0,0.015179081618746927,1.6,True,False,False,False
123,30,61 6,1.4741421 0.88217706,1.6,1.52,0.0,0.007864814640681348,1.52,True,True,True,False
124,3,23 22,0.62748351 1.1303535,1.6,1.6,0.0,0.027721732370521703,1.6,True,False,False,False
125,22,71 79,4.1477896 1.1562698,1.6,1.44,0.0,1.0513191769274303e-08,1.44,True,True,True,False
126,15,8 11,1.293878 0.38022429,1.6,1.6,0.0,0.06104706257381987,1.6,True,False,False,False
127,19,55 80,2.4299778 0.63668877,1.6,1.6,0.72,0.6509140016832802,0.8800000000000001,True,False,False,False
128,31,36 70,1.333523 4.2235546,1.6,1.6,0.0,1.1780154990895189,1.6,True,False,False,False
129,15,72 10,2.0770372 1.1143183,1.6,1.52,0.0,0.07130418067421984,1.52,True,True,True,False
130,22,46 43,0.76757648 3.457371,1.6,1.44,0.0,1.2848203997228236e-11,1.44,True,True,True,False
131,25,4 47,1.3143691 1.1247821,1.6,1.6,0.0,0.04025912008677314,1.6,True,False,False,False
132,4,58 62,1.3284968 0.45206434,1.6,1.6,0.0,0.14503578028572994,1.6,True,False,False,False
133,27,29 54,1.505624 0.5882174,1.6,1.6,0.0,0.04612542305526572,1.6,True,False,False,False
134,24,51 25,0.90252205 0.36673731,1.6,1.6,0.0,0.05295598824777781,1.6,True,False,False,False
135,30,63 32,1.5475264 0.91116591,1.6,1.6,0.0,0.019896180751704,1.6,True,False,False,False
136,0,24 27,0.77038328 1.4655742,1.6,1.52,0.0,0.011989377278418588,1.52,True,True,True,False
137,13,66 15,0.52790061 1.4939915,1.6,1.6,0.0,0.04549503256955996,1.6,True,False,False,False
138,6,45 14,1.0133023 3.1195966,1.6,1.52,0.0,0.007348103416280423,1.52,True,True,True,False
139,24,54 61,0.88570716 1.1990156,1.6,1.6,0.0,0.03958168004868312,1.6,True,False,False,False
140,0,4 68,1.087612 0.76889257,1.6,1.6,0.0,0.13713872604379765,1.6,True,False,False,False
141,4,27 14,1.2743535 3.1301397,1.6,1.44,0.0,4.060538369871302e-08,1.44,True,True,True,False
142,28,56 24,5.5217437 0.60507177,1.6,1.44,0.0,1.306730281742759e-05,1.44,True,True,True,False
143,26,0 64,2.7374693 1.4783212,1.6,1.52,0.08,0.07701813948603026,1.44,True,True,True,False
144,6,66 42,0.72846341 3.3003883,1.6,1.52,0.0,0.010415721609302701,1.52,True,True,True,False
145,11,52 73,0.6056431 0.82999656,1.6,1.6,0.0,0.12370353187202518,1.6,True,False,False,False
146,28,83 62,1.5206457 0.32102102,1.6,1.6,0.0,0.037638656969638556,1.6,True,False,False,False
147,1,14 35,5.6558887 1.6715587,1.6,1.52,0.0,0.013148212669159913,1.52,True,True,True,False
148,7,26 82,0.75067185 1.4201674,1.6,1.6,1.04,0.05718733478997639,0.56,True,False,False,False
149,28,55 48,1.9518643 0.72473267,1.6,1.6,0.0,0.07044089573789106,1.6,True,False,False,False
150,12,57 19,1.3132872 1.0778589,1.6,1.44,0.0,0.0031623245497358027,1.44,True,True,True,False
151,20,17 62,0.91994819 0.61350807,1.6,1.6,0.0,0.062155063663742974,1.6,True,False,False,False
152,21,65 41,0.8293731 1.6645522,1.6,1.6,0.0,0.035822353158095704,1.6,True,False,False,False
153,29,21 60,2.6763511 0.98375982,1.6,1.6,0.08,0.1139571360449615,1.52,True,False,False,False
154,24,45 74,0.79883529 1.0611925,1.6,1.6,0.0,0.043565348878119685,1.6,True,False,False,False
155,19,62 73,1.0253184 1.0818981,1.6,1.6,0.72,0.024608335920636246,0.8800000000000001,True,False,False,False
156,11,27 55,1.1826262 1.0033987,1.6,1.44,0.0,0.002951262850457916,1.44,True,True,True,False
157,1,65 76,0.51561653 0.53726793,1.6,1.44,0.0,0.008679206637958908,1.44,True,True,True,False
158,28,1 29,1.116623 1.2264454,1.6,1.44,0.0,0.0240338507261747,1.44,True,True,True,False
159,12,44 18,1.5553173 1.0133122,1.6,1.6,0.0,0.017074227320966858,1.6,True,False,False,False
160,27,4 60,0.76685317 0.4634026,1.6,1.52,0.0,0.033522334202313084,1.52,True,True,True,False
161,10,80 17,0.5818798 1.7875292,1.6,1.44,0.08,0.0013056253962232985,1.3599999999999999,True,True,True,False
162,26,9 39,1.172501 0.26455501,1.6,1.6,0.08,0.029551598862006055,1.52,True,False,False,False
163,13,77 47,1.6356529 1.4350124,1.6,1.6,0.0,0.06543591554208285,1.6,True,False,False,False
164,5,34 1,0.70724001 2.1134946,1.6,1.6,0.0,0.2603190952473041,1.6,True,False,False,False
165,26,26 14,0.68418099 2.9133972,1.6,1.6,0.08,0.2743658561794915,1.52,True,False,False,False
166,23,81 57,1.2303324 3.3694083,1.6,1.44,0.0,4.06001633616454e-14,1.44,True,True,True,False
167,0,56 24,4.5983047 0.77950655,1.6,1.6,0.0,0.14367863279701865,1.6,True,False,False,False
168,30,40 74,0.49741403 1.1228473,1.6,1.6,0.0,0.055562552165214406,1.6,True,False,False,False
169,9,43 51,3.0277357 0.75037218,1.6,1.44,0.0,0.00013911139713547986,1.44,True,True,True,False
170,1,16 25,3.0465173 0.25391753,1.6,1.6,0.0,0.06049188469256525,1.6,True,False,False,False
171,15,7 83,1.8714678 1.3433794,1.6,1.6,0.0,0.06317510749054617,1.6,True,False,False,False
172,2,4 80,1.0873539 0.85488028,1.6,1.6,0.0,0.04632779321697583,1.6,True,False,False,False
173,10,42 30,7.9087931 2.4149238,1.6,1.44,0.08,4.2605578438818425e-13,1.3599999999999999,True,True,True,False
174,28,71 47,1.4042414 1.3715434,1.6,1.44,0.0,0.0018680771794589667,1.44,True,True,True,False
175,21,71 62,1.6529834 0.46094838,1.6,1.6,0.0,0.09868496340059914,1.6,True,False,False,False
176,15,18 69,1.2022963 1.4541122,1.6,1.6,0.0,0.05834615440853283,1.6,True,False,False,False
177,25,0 59,5.4161289 1.0959328,1.6,1.52,0.0,0.025539339065322346,1.52,True,True,True,False
178,29,3 57,1.3926611 1.9519394,1.6,1.6,0.08,0.08525929262310024,1.52,True,False,False,False
179,30,12 77,0.59925262 1.7927281,1.6,1.6,0.0,0.009044536174480488,1.6,True,False,False,False
180,13,10 12,0.80890116 0.75379748,1.6,1.6,0.0,0.09825885075845156,1.6,True,False,False,False
181,0,15 21,1.314842 1.4450509,1.6,1.6,0.0,0.05315540847397841,1.6,True,False,False,False
182,31,2 77,1.2405293 1.4852652,1.6,1.6,0.0,0.11386994122139014,1.6,True,False,False,False
183,7,72 10,2.0195027 0.61582003,1.6,1.6,1.04,0.018294230019966513,0.56,True,False,False,False
184,19,81 35,0.73560971 0.8385014,1.6,1.6,0.72,0.04246777388801948,0.8800000000000001,True,False,False,False
185,3,0 45,4.005926 1.0384993,1.6,1.6,0.0,0.07379819631597179,1.6,True,False,False,False
186,28,6 81,0.87423288 1.2916765,1.6,1.6,0.0,0.10861367446724597,1.6,True,False,False,False
187,10,67 63,0.76533633 1.1356244,1.6,1.52,0.08,0.016187866562350592,1.44,True,True,True,False
188,3,73 48,0.80227939 0.8589317,1.6,1.6,0.0,0.1334668399789907,1.6,True,False,False,False
189,21,79 63,0.9737444 1.4086254,1.6,1.6,0.0,0.08062936737332098,1.6,True,False,False,False
190,27,78 31,1.1336863 1.0037423,1.6,1.6,0.0,0.056114285107871434,1.6,True,False,False,False
191,8,5 27,0.94956931 1.9073811,1.6,1.44,0.0,0.0032046976965356172,1.44,True,True,True,False
192,8,41 49,1.7480951 1.4831565,1.6,1.6,0.0,0.1287689120218626,1.6,True,False,False,False
193,4,63 2,1.1121919 1.1675542,1.6,1.52,0.0,0.02886024707880095,1.52,True,True,True,False
194,10,43 74,2.239944 1.3277372,1.6,1.52,0.08,0.061839857128551834,1.44,True,True,True,False
195,26,58 79,3.1453654 1.3385026,1.6,1.52,0.08,0.01445416112466469,1.44,True,True,True,False
196,19,81 77,0.8796211 1.0976016,1.6,1.52,0.72,0.004878360701756458,0.8,True,True,True,False
197,26,58 15,3.1797797 1.6454653,1.6,1.44,0.08,3.0315503584446628e-05,1.3599999999999999,True,True,True,False
198,30,12 42,0.64130102 3.5411406,1.6,1.6,0.0,0.22884979573237302,1.6,True,False,False,False
199,5,71 67,2.264121 0.86100415,1.6,1.6,0.0,0.1722528181162798,1.6,True,False,False,False
200,27,38 34,0.95470223 0.84529394,1.6,1.6,0.0,0.037393338472589396,1.6,True,False,False,False
201,27,74 29,0.61231557 1.3989607,1.6,1.6,0.0,0.1643549554091202,1.6,True,False,False,False
202,23,41 1,1.0053616 2.597817,1.6,1.44,0.0,3.178854147652181e-11,1.44,True,True,True,False
203,3,63 78,0.98588848 1.0070195,1.6,1.6,0.0,0.031046964988417955,1.6,True,False,False,False
204,25,3 22,1.4350521 1.3443865,1.6,1.6,0.0,0.04479773182516927,1.6,True,False,False,False
205,29,18 83,0.91407739 1.7689452,1.6,1.6,0.08,0.4622251533103237,1.52,True,False,False,False
206,17,28 22,3.0252783 1.8317345,1.6,1.52,0.0,0.039818661165852996,1.52,True,True,True,False
207,27,76 20,0.96581531 0.8860612,1.6,1.6,0.0,0.08250688639280304,1.6,True,False,False,False
208,14,22 1,1.1692918 1.8528175,1.6,1.6,0.0,0.13252877091385928,1.6,True,False,False,False
209,5,77 74,1.1843995 1.3606046,1.6,1.6,0.0,0.03347750523137896,1.6,True,False,False,False
210,21,54 52,0.61089236 0.59894894,1.6,1.6,0.0,0.21522942772337805,1.6,True,False,False,False
211,26,66 17,0.64386918 1.2357882,1.6,1.6,0.08,0.049693673612939096,1.52,True,False,False,False
212,21,12 16,0.432876 2.2308722,1.6,1.6,0.0,0.14883853423860857,1.6,True,False,False,False
213,20,65 34,0.85854386 0.66273643,1.6,1.6,0.0,0.08780492944676545,1.6,True,False,False,False
214,2,49 77,0.95378778 1.0289601,1.6,1.6,0.0,0.052832358059293275,1.6,True,False,False,False
215,7,72 65,1.8059161 1.0041942,1.6,1.6,1.04,0.016347813366249974,0.56,True,False,False,False
216,14,41 69,1.9389095 1.6491996,1.6,1.6,0.0,0.05195106597545188,1.6,True,False,False,False
217,17,40 39,0.46920654 0.42906883,1.6,1.6,0.0,0.06387455470349793,1.6,True,False,False,False
218,8,54 57,0.6582623 1.6436963,1.6,1.6,0.0,0.045158544977022694,1.6,True,False,False,False
219,6,38 62,0.88149652 0.45449413,1.6,1.6,0.0,0.04093612661679347,1.6,True,False,False,False
220,13,3 4,1.1028638 0.87330545,1.6,1.6,0.0,0.02944198630682037,1.6,True,False,False,False
221,21,32 28,0.96541853 3.6643527,1.6,1.44,0.0,0.008354231721371938,1.44,True,True,True,False
222,8,47 69,1.5974268 1.5686469,1.6,1.52,0.0,0.011390914592178902,1.52,True,True,True,False
223,20,15 43,2.8144376 3.2292009,1.6,1.44,0.0,4.550185665107966e-13,1.44,True,True,True,False
224,24,2 75,1.4485337 1.4265706,1.6,1.44,0.0,0.00029664914735512784,1.44,True,True,True,False
225,20,22 21,1.105947 0.78469352,1.6,1.52,0.0,0.012966554990417736,1.52,True,True,True,False
226,11,46 79,1.4363786 0.95371949,1.6,1.6,0.0,0.054345198966875924,1.6,True,False,False,False
227,19,19 1,1.052984 1.2355338,1.6,1.6,0.72,0.019435732440624093,0.8800000000000001,True,False,False,False
228,13,53 47,0.50948614 1.4453101,1.6,1.6,0.0,0.031449884988432666,1.6,True,False,False,False
229,3,47 11,0.75355828 0.33057886,1.6,1.44,0.0,0.01852575234839848,1.44,True,True,True,False
230,26,69 38,1.2132875 0.90808503,1.6,1.52,0.08,0.007697059747699254,1.44,True,True,True,False
231,4,46 60,0.73864795 0.97846484,1.6,1.6,0.0,0.05882793010456375,1.6,True,False,False,False
232,13,39 2,0.34514384 3.1866633,1.6,1.44,0.0,0.000526646129099838,1.44,True,True,True,False
233,27,27 16,1.3979372 2.1749197,1.6,1.44,0.0,0.00017057227081229045,1.44,True,True,True,False
234,16,32 73,1.5364704 1.1594927,1.6,1.44,0.0,0.0005913277948279784,1.44,True,True,True,False
235,22,39 31,0.54551833 0.86012221,1.6,1.6,0.0,0.2031448016828919,1.6,True,False,False,False
236,14,62 8,0.41399741 1.0677033,1.6,1.6,0.0,0.03312020163006219,1.6,True,False,False,False
237,10,37 32,1.2822588 1.1680537,1.6,1.52,0.08,0.004883377010965139,1.44,True,True,True,False
238,28,24 56,0.62431198 5.5729676,1.6,1.44,0.0,6.710849730321321e-05,1.44,True,True,True,False
239,15,12 46,0.89515011 1.2950636,1.6,1.44,0.0,0.0011882078087571983,1.44,True,True,True,False
240,15,66 73,0.75853203 0.91599457,1.6,1.6,0.0,0.055583114612705396,1.6,True,False,False,False
241,24,66 59,0.50939832 0.8438461,1.6,1.6,0.0,0.04729315740691495,1.6,True,False,False,False
242,7,43 68,1.6541094 0.97684728,1.6,1.6,1.04,0.0392738954111257,0.56,True,False,False,False
243,14,9 17,0.78797612 1.4209738,1.6,1.6,0.0,0.1741003789860781,1.6,True,False,False,False
244,24,77 81,2.2480407 0.87038021,1.6,1.44,0.0,0.0003768006869259875,1.44,True,True,True,False
245,5,29 16,1.9406073 1.1309384,1.6,1.44,0.0,0.0009245073321105846,1.44,True,True,True,False
246,20,51 19,0.64855506 0.58699721,1.6,1.6,0.0,0.10218527089230107,1.6,True,False,False,False
247,2,30 7,1.7571784 0.831055,1.6,1.52,0.0,0.03531649686834456,1.52,True,True,True,False
248,10,24 3,0.54461756 1.4913697,1.6,1.6,0.08,0.12737642764276036,1.52,True,False,False,False
249,14,50 5,0.93125932 1.0584202,1.6,1.6,0.0,0.036456822238431844,1.6,True,False,False,False
250,3,17 27,1.077405 2.5486428,1.6,1.6,0.0,0.08590174951469845,1.6,True,False,False,False
251,12,6 9,0.96016021 1.0530529,1.6,1.6,0.0,0.04680517420914945,1.6,True,False,False,False
252,23,80 22,0.73118844 1.8427358,1.6,1.6,0.0,0.05370391162772683,1.6,True,False,False,False
253,7,32 18,0.77943219 0.90037906,1.6,1.6,1.04,0.19740712288735807,0.56,True,False,False,False
254,12,14 83,6.587834 1.4067429,1.6,1.44,0.0,0.0016392751714941248,1.44,True,True,True,False
255,8,66 4,0.46324333 1.4110152,1.6,1.44,0.0,0.006709777013389016,1.44,True,True,True,False
256,7,55 50,2.6303182 1.3384149,1.6,1.6,1.04,1.2432618613749218,0.56,True,False,False,False
257,1,34 0,0.61394517 5.6457224,1.6,1.6,0.0,0.0759787729548569,1.6,True,False,False,False
258,20,20 12,0.57950054 0.80659411,1.6,1.6,0.0,0.03319320003060118,1.6,True,False,False,False
