method,theta_test_id,rollout_id,sequence,y_obs,u_ctrl,u_req_true,excess_control,safe_total,runtime_s,exact_tie_count,near_tie_count,average_co_tied_actions
stage2_dad,1,17,"[11, 3, 27]","[1.6721005707913608, 4.3504229589879575, 2.177122995109999]",0.8625,0.1,0.7625000000000001,True,0.004785010532941669,0,0,nan
stage2_dad,2,18,"[11, 3, 27]","[2.0737187853467387, 3.507644418509077, 2.536492511076962]",0.8875000000000001,0.3,0.5875000000000001,True,0.004779206035891548,0,0,nan
stage2_dad,3,19,"[11, 3, 27]","[3.2202397691299347, 6.516213173318668, 2.2879246113192098]",0.9000000000000001,0.5,0.40000000000000013,True,0.004733020294224843,0,0,nan
stage2_dad,4,20,"[11, 3, 27]","[2.6084576372245016, 2.942598524150266, 1.8080718127348816]",0.9125,0.4,0.5125,True,0.004678002878790721,0,0,nan
stage2_dad,5,21,"[11, 3, 27]","[1.8456603609902977, 6.192431488731239, 2.900684337640748]",0.7374999999999999,0.25,0.48749999999999993,True,0.004748998559080064,0,0,nan
stage2_dad,6,22,"[11, 3, 27]","[3.4273260428229158, 3.315632523464726, 1.6506285872248134]",0.9625,0.6,0.36250000000000004,True,0.004839971050387248,0,0,nan
stage2_dad,7,23,"[11, 3, 27]","[3.5775667260790547, 4.6417799267508855, 1.7015554022560364]",1.0,0.6,0.4,True,0.004683677747379988,0,0,nan
stage2_dad,8,24,"[11, 3, 27]","[1.616960953426593, 5.903349614429262, 1.912180227772541]",0.6875,0.1,0.5875,True,0.0046177206095308065,0,0,nan
stage2_dad,9,25,"[11, 3, 27]","[2.1083266890629826, 6.965232472683671, 1.636400497247622]",0.7999999999999999,0.35,0.44999999999999996,True,0.00480957399122417,0,0,nan
stage2_dad,10,26,"[11, 3, 27]","[1.596377308780089, 3.1699952936454157, 2.853226411568893]",0.8250000000000001,0.15,0.675,True,0.0047748482611496,0,0,nan
stage2_dad,11,27,"[11, 3, 27]","[1.5197139024616197, 3.16644451953937, 1.3492874495977631]",0.7999999999999999,0.1,0.7,True,0.004720252210972831,0,0,nan
stage2_dad,12,28,"[11, 3, 27]","[3.5011160958663257, 3.716613609078118, 1.4520726363516663]",0.95,0.6,0.35,True,0.004739098018035293,0,0,nan
stage2_dad,13,29,"[11, 3, 27]","[3.0375183122264584, 3.2386916271322272, 1.4990214216666014]",0.9375,0.45,0.4875,True,0.004674434079788625,0,0,nan
stage2_dad,14,30,"[11, 3, 27]","[2.132784915305564, 4.691896384137063, 1.4483159636519853]",0.9000000000000001,0.3,0.6000000000000001,True,0.004672785027651116,0,0,nan
stage2_dad,15,31,"[11, 3, 27]","[1.7276657435148304, 3.3943881308961723, 1.3186253723391523]",0.8375,0.2,0.6375,True,0.004653177602449432,0,0,nan
stage2_dad,0,32,"[11, 3, 27]","[1.4863536813779232, 3.2056938672392428, 3.161148027945768]",0.7875000000000001,0.1,0.6875000000000001,True,0.00470430008135736,0,0,nan
stage2_dad,1,33,"[11, 3, 27]","[1.613820426720878, 4.700683176872147, 2.1789788960512]",0.8125000000000001,0.1,0.7125000000000001,True,0.004716654948424548,0,0,nan
stage2_dad,2,34,"[11, 3, 27]","[1.9680047715337428, 3.54869828005984, 2.472703084371962]",0.8625,0.3,0.5625,True,0.00478363098227419,0,0,nan
stage2_dad,3,35,"[11, 3, 27]","[3.302623268819045, 6.519098179116373, 2.010938063661541]",0.9000000000000001,0.5,0.40000000000000013,True,0.0049596368335187435,0,0,nan
stage2_dad,4,36,"[11, 3, 27]","[2.572764664311427, 2.840451064374752, 1.8465670231954965]",0.9249999999999999,0.4,0.5249999999999999,True,0.0048830829036887735,0,0,nan
stage2_dad,5,37,"[11, 3, 27]","[1.974378547548097, 6.295905947862328, 2.775417532741517]",0.6874999999999999,0.25,0.4374999999999999,True,0.0048490472545381635,0,0,nan
stage2_dad,6,38,"[11, 3, 27]","[3.4984735298222787, 3.4168321790231855, 1.6221515507633057]",0.9625,0.6,0.36250000000000004,True,0.0048657567240297794,0,0,nan
stage2_dad,7,39,"[11, 3, 27]","[3.622620937681301, 4.787766786544588, 1.788124347869592]",1.0,0.6,0.4,True,0.0048814927286002785,0,0,nan
stage2_dad,8,40,"[11, 3, 27]","[1.4868253978520531, 5.8882173075798665, 1.8245281167127465]",0.725,0.1,0.625,True,0.004976261378033087,0,0,nan
stage2_dad,9,41,"[11, 3, 27]","[2.1154454747407714, 6.9524307632932665, 1.6625984680952877]",0.8125,0.35,0.4625,True,0.00478124336223118,0,0,nan
stage2_dad,10,42,"[11, 3, 27]","[1.609641932442589, 3.3562338651189285, 2.8207962535611952]",0.8375,0.15,0.6875,True,0.004721128061646596,0,0,nan
stage2_dad,11,43,"[11, 3, 27]","[1.461924995783613, 3.2324559633447763, 1.2641691423304304]",0.8250000000000001,0.1,0.7250000000000001,True,0.0046757298114243895,0,0,nan
stage2_dad,12,44,"[11, 3, 27]","[3.3816092771707593, 3.779445953420451, 1.629451050495236]",0.9125,0.6,0.3125,True,0.0046823900192976,0,0,nan
stage2_dad,13,45,"[11, 3, 27]","[2.854941252371839, 3.340283746575418, 1.6359146882056046]",0.9375,0.45,0.4875,True,0.0047682340373285115,0,0,nan
stage2_dad,14,46,"[11, 3, 27]","[2.03829467065512, 4.847642013740767, 1.3835783373166317]",0.9000000000000001,0.3,0.6000000000000001,True,0.004735739756142721,0,0,nan
stage2_dad,15,47,"[11, 3, 27]","[1.7063682935996118, 3.266452090707498, 1.3641208466890231]",0.8375,0.2,0.6375,True,0.004688997432822362,0,0,nan
stage2_dad,0,48,"[11, 3, 27]","[1.4078645117794069, 3.2524457655511654, 3.0449869387560313]",0.7874999999999999,0.1,0.6874999999999999,True,0.004699767712736502,0,0,nan
stage2_dad,1,49,"[11, 3, 27]","[1.8098996359011543, 4.427217102443561, 2.1715942119501883]",0.8500000000000001,0.1,0.7500000000000001,True,0.004704706137999892,0,0,nan
stage2_dad,2,50,"[11, 3, 27]","[2.067798281147688, 3.5474263509389896, 2.377229288715836]",0.8875000000000001,0.3,0.5875000000000001,True,0.0046599265187978745,0,0,nan
stage2_dad,3,51,"[11, 3, 27]","[3.42918492205539, 6.628051998870613, 2.199981889287536]",0.9125000000000002,0.5,0.4125000000000002,True,0.00468824926065281,0,0,nan
stage2_dad,4,52,"[11, 3, 27]","[2.5326267462637975, 3.047698057923905, 1.858989726570774]",0.9125,0.4,0.5125,True,0.004887061513727531,0,0,nan
stage2_dad,5,53,"[11, 3, 27]","[1.9855589820962987, 6.202696885934879, 2.9383297972486417]",0.6874999999999999,0.25,0.4374999999999999,True,0.004786895704455674,0,0,nan
stage2_dad,6,54,"[11, 3, 27]","[3.405786516601743, 3.2841774242502866, 1.601178923839231]",0.9625,0.6,0.36250000000000004,True,0.00478743645362556,0,0,nan
stage2_dad,7,55,"[11, 3, 27]","[3.5822558127562676, 4.8213829998711235, 1.9624732493626749]",0.975,0.6,0.375,True,0.004813460604054853,0,0,nan
stage2_dad,8,56,"[11, 3, 27]","[1.5175536228212265, 5.864260571351527, 1.9433372238880533]",0.6875,0.1,0.5875,True,0.00482066921540536,0,0,nan
stage2_dad,9,57,"[11, 3, 27]","[2.094699630379714, 6.963105760582505, 1.8152317562276803]",0.8125,0.35,0.4625,True,0.0048757962649688125,0,0,nan
stage2_dad,10,58,"[11, 3, 27]","[1.5552294856411115, 3.2585950543507254, 2.7967902871271764]",0.8125000000000001,0.15,0.6625000000000001,True,0.004929110698867589,0,0,nan
stage2_dad,11,59,"[11, 3, 27]","[1.3555739680532428, 3.109881489957183, 1.425999020272698]",0.7875,0.1,0.6875,True,0.004882092878688127,0,0,nan
stage2_dad,12,60,"[11, 3, 27]","[3.4567838165814955, 3.7069988464769663, 1.521315011759558]",0.9125,0.6,0.3125,True,0.004846737225307152,0,0,nan
stage2_dad,13,61,"[11, 3, 27]","[2.9794408912342902, 3.2871419628168734, 1.506853445507765]",0.9375,0.45,0.4875,True,0.004873772617429495,0,0,nan
stage2_dad,14,62,"[11, 3, 27]","[2.094591908227815, 4.767739742201983, 1.5005864029977316]",0.9000000000000001,0.3,0.6000000000000001,True,0.004894691752269864,0,0,nan
stage2_dad,15,63,"[11, 3, 27]","[1.8223938593973756, 3.3717616803404824, 1.2629800892269065]",0.7875,0.2,0.5874999999999999,True,0.004840550711378455,0,0,nan
stage2_dad,0,64,"[11, 3, 27]","[1.6370742783919787, 3.032642095656564, 3.1357433164525084]",0.8,0.1,0.7000000000000001,True,0.004795395478140563,0,0,nan
stage2_dad,1,65,"[11, 3, 27]","[1.78450578180033, 4.389373229766907, 2.3701429010877795]",0.8500000000000001,0.1,0.7500000000000001,True,0.0048192867543548346,0,0,nan
stage2_dad,2,66,"[11, 3, 27]","[2.0843372760208747, 3.560105922413802, 2.5132402855287874]",0.875,0.3,0.575,True,0.0048157391720451415,0,0,nan
stage2_dad,3,67,"[11, 3, 27]","[3.370992142368539, 6.422779962967051, 2.3523779545600707]",0.9125000000000002,0.5,0.4125000000000002,True,0.004825684824027121,0,0,nan
stage2_dad,4,68,"[11, 3, 27]","[2.745187614888167, 2.8218895204423733, 1.9670395121660207]",0.9,0.4,0.5,True,0.004853080405155197,0,0,nan
stage2_dad,5,69,"[11, 3, 27]","[1.831119924064388, 6.157295311032999, 2.930910968452376]",0.6875,0.25,0.4375,True,0.004853775113588199,0,0,nan
stage2_dad,6,70,"[11, 3, 27]","[3.4980770047230103, 3.347238567372882, 1.6884142920781469]",0.925,0.6,0.32500000000000007,True,0.0048495054070372134,0,0,nan
stage2_dad,7,71,"[11, 3, 27]","[3.6408123312243057, 4.707396794189182, 1.8576314774309863]",1.0,0.6,0.4,True,0.004806769225979224,0,0,nan
stage2_dad,8,72,"[11, 3, 27]","[1.4531984051742792, 5.9938777594384405, 1.9284212129522145]",0.6875,0.1,0.5875,True,0.004736099683213979,0,0,nan
stage2_dad,9,73,"[11, 3, 27]","[2.140146780595702, 7.097363530235751, 1.6136389334748429]",0.8125,0.35,0.4625,True,0.004697555326856673,0,0,nan
stage2_dad,10,74,"[11, 3, 27]","[1.5762858032272162, 3.4661715119931524, 2.9925833680260165]",0.7875000000000001,0.15,0.6375000000000001,True,0.004754608002258465,0,0,nan
stage2_dad,11,75,"[11, 3, 27]","[1.3546243596357939, 3.056503454467464, 1.3186750068051725]",0.7749999999999999,0.1,0.6749999999999999,True,0.004802309471415356,0,0,nan
stage2_dad,12,76,"[11, 3, 27]","[3.4363528146950673, 3.6356202260140997, 1.3851581749068127]",0.9125,0.6,0.3125,True,0.004821974522201344,0,0,nan
stage2_dad,13,77,"[11, 3, 27]","[2.9571771813780714, 3.368789454662443, 1.7783244417743531]",0.9875,0.45,0.5375000000000001,True,0.004842346243094653,0,0,nan
stage2_dad,14,78,"[11, 3, 27]","[2.055924077304674, 4.791010150267254, 1.4508442784487858]",0.9000000000000001,0.3,0.6000000000000001,True,0.004817455628653988,0,0,nan
stage2_dad,15,79,"[11, 3, 27]","[1.7897601369154645, 3.35364437549954, 1.1771235389946515]",0.8,0.2,0.6000000000000001,True,0.004812536557437852,0,0,nan
stage2_dad,0,80,"[11, 3, 27]","[1.5342150626695226, 3.0651994794242023, 3.161113860736691]",0.8125,0.1,0.7125,True,0.004803258372703567,0,0,nan
stage2_dad,1,81,"[11, 3, 27]","[1.779087326775509, 4.246512815049661, 2.3139788716203085]",0.8625,0.1,0.7625000000000001,True,0.00472907759831287,0,0,nan
stage2_dad,2,82,"[11, 3, 27]","[1.9215965602949647, 3.536976366581231, 2.4187528023068214]",0.8750000000000001,0.3,0.5750000000000002,True,0.004745176644064486,0,0,nan
stage2_dad,3,83,"[11, 3, 27]","[3.292401390073554, 6.569956542078932, 2.3373920887581803]",0.8750000000000001,0.5,0.3750000000000001,True,0.004725034057628363,0,0,nan
stage2_dad,4,84,"[11, 3, 27]","[2.656998769754619, 2.7999163604288015, 1.7527939491635038]",0.9125,0.4,0.5125,True,0.004720589378848672,0,0,nan
stage2_dad,5,85,"[11, 3, 27]","[1.9052157301741057, 6.363141915322888, 2.803437384522528]",0.725,0.25,0.475,True,0.004658894031308591,0,0,nan
stage2_dad,6,86,"[11, 3, 27]","[3.3270174914737227, 3.413678931748288, 1.5841459459100466]",0.9625,0.6,0.36250000000000004,True,0.0046566586242988706,0,0,nan
stage2_dad,7,87,"[11, 3, 27]","[3.542488928009277, 4.793587103246314, 1.8292271933243849]",0.975,0.6,0.375,True,0.0046967277594376355,0,0,nan
stage2_dad,8,88,"[11, 3, 27]","[1.322198000338919, 5.8888038122586455, 1.7892509599486244]",0.675,0.1,0.5750000000000001,True,0.0047101827803999186,0,0,nan
stage2_dad,9,89,"[11, 3, 27]","[2.140626800982962, 7.14851819981829, 1.6894472517184949]",0.8125,0.35,0.4625,True,0.004679085104726255,0,0,nan
stage2_dad,10,90,"[11, 3, 27]","[1.650562877417079, 3.352053657297584, 2.8000273848700776]",0.85,0.15,0.7,True,0.004702952632214874,0,0,nan
stage2_dad,11,91,"[11, 3, 27]","[1.4516824542336528, 3.1305081365555236, 1.1734080024997644]",0.775,0.1,0.675,True,0.004695795360021293,0,0,nan
stage2_dad,12,92,"[11, 3, 27]","[3.5119919841869427, 3.6253899187724947, 1.5498572227305218]",0.9125,0.6,0.3125,True,0.004747957660583779,0,0,nan
stage2_dad,13,93,"[11, 3, 27]","[2.7652069903101095, 3.3330330364428664, 1.5360824610399553]",0.9,0.45,0.45,True,0.004768160870298743,0,0,nan
stage2_dad,14,94,"[11, 3, 27]","[1.9211726525873865, 4.701106645352405, 1.4175218557485616]",0.9000000000000001,0.3,0.6000000000000001,True,0.004694029659731314,0,0,nan
stage2_dad,15,95,"[11, 3, 27]","[1.7812152171536042, 3.35440700855583, 1.2110732870447813]",0.7875,0.2,0.5874999999999999,True,0.004743903904454783,0,0,nan
stage2_dad,0,96,"[11, 3, 27]","[1.3806682354274953, 3.0433726894617834, 2.9577958187198705]",0.775,0.1,0.675,True,0.004773407301399857,0,0,nan
stage2_dad,1,97,"[11, 3, 27]","[1.691954357694659, 4.31871818349756, 2.2872511322788824]",0.8125000000000001,0.1,0.7125000000000001,True,0.004797022556886077,0,0,nan
stage2_dad,2,98,"[11, 3, 27]","[1.9974871582451057, 3.4133765859246203, 2.2652503406953546]",0.8750000000000001,0.3,0.5750000000000002,True,0.004811715829418972,0,0,nan
stage2_dad,3,99,"[11, 3, 27]","[3.1825414973130886, 6.340342267010584, 2.301869047924824]",0.8625000000000002,0.5,0.36250000000000016,True,0.004836125619476661,0,0,nan
stage2_dad,4,100,"[11, 3, 27]","[2.5824713472970164, 2.825741114582908, 1.9394834018707214]",0.9125,0.4,0.5125,True,0.004768157406942919,0,0,nan
stage2_dad,5,101,"[11, 3, 27]","[1.9418192204614908, 6.310081823782644, 2.995016459346476]",0.6875,0.25,0.4375,True,0.0048545460449531674,0,0,nan
stage2_dad,6,102,"[11, 3, 27]","[3.4949414633224296, 3.2995985610921172, 1.6091306073350218]",0.9625,0.6,0.36250000000000004,True,0.004864725604420528,0,0,nan
stage2_dad,7,103,"[11, 3, 27]","[3.662061601758335, 4.828679219956852, 1.8174839289466884]",1.0,0.6,0.4,True,0.00482822276535444,0,0,nan
stage2_dad,8,104,"[11, 3, 27]","[1.5449139167142212, 6.022054092186813, 1.7486068789926883]",0.7000000000000001,0.1,0.6000000000000001,True,0.0048199510492850095,0,0,nan
stage2_dad,9,105,"[11, 3, 27]","[2.219979073085218, 7.005587615680356, 1.5867478601379759]",0.8125,0.35,0.4625,True,0.004763070406625047,0,0,nan
stage2_dad,10,106,"[11, 3, 27]","[1.516856479771206, 3.2881038713161534, 2.904089741835743]",0.8250000000000001,0.15,0.675,True,0.004789008147781715,0,0,nan
stage2_dad,11,107,"[11, 3, 27]","[1.6041463268079958, 3.070442509474194, 1.4646325435235534]",0.7875,0.1,0.6875,True,0.0047933211317285895,0,0,nan
stage2_dad,12,108,"[11, 3, 27]","[3.4762982412076475, 3.715209732420153, 1.525181211804998]",0.9125,0.6,0.3125,True,0.004740115284221247,0,0,nan
stage2_dad,13,109,"[11, 3, 27]","[2.9479412309749464, 3.2696770423077695, 1.5364665835910907]",0.9,0.45,0.45,True,0.004823815543204546,0,0,nan
stage2_dad,14,110,"[11, 3, 27]","[2.1106478963511375, 4.867153449679103, 1.3974430372755413]",0.9000000000000001,0.3,0.6000000000000001,True,0.004734845831990242,0,0,nan
stage2_dad,15,111,"[11, 3, 27]","[1.8325870325378375, 3.237021140765663, 1.3897971410738348]",0.8125,0.2,0.6125,True,0.0047121120151132345,0,0,nan
stage2_dad,0,112,"[11, 3, 27]","[1.6174340092577657, 3.0951532398867916, 3.055012939435732]",0.8125,0.1,0.7125,True,0.004766832629684359,0,0,nan
stage2_dad,1,113,"[11, 3, 27]","[1.849741091328518, 4.444317681255683, 2.325730235661139]",0.8250000000000001,0.1,0.7250000000000001,True,0.004804148862604052,0,0,nan
stage2_dad,2,114,"[11, 3, 27]","[1.976039509599165, 3.5590640502051127, 2.3953973542251634]",0.8750000000000001,0.3,0.5750000000000002,True,0.004775708832312375,0,0,nan
stage2_dad,3,115,"[11, 3, 27]","[3.3511840271035727, 6.64016893076988, 2.254470680887174]",0.9000000000000001,0.5,0.40000000000000013,True,0.004880622902419418,0,0,nan
stage2_dad,4,116,"[11, 3, 27]","[2.610418176138256, 2.8492232949303524, 1.8038330231961712]",0.9125,0.4,0.5125,True,0.004872052348218858,0,0,nan
stage2_dad,5,117,"[11, 3, 27]","[1.9745866425861096, 6.205497358680428, 2.8508878772152415]",0.7374999999999999,0.25,0.48749999999999993,True,0.004826277290703729,0,0,nan
stage2_dad,6,118,"[11, 3, 27]","[3.528822948001625, 3.248595001947696, 1.6963772287954058]",0.9625,0.6,0.36250000000000004,True,0.0048813645844347775,0,0,nan
stage2_dad,7,119,"[11, 3, 27]","[3.558599999960585, 4.781417468181536, 1.8636126161643938]",0.975,0.6,0.375,True,0.004801609116839245,0,0,nan
stage2_dad,8,120,"[11, 3, 27]","[1.6501828112425676, 5.900831206419435, 1.7706883990984954]",0.725,0.1,0.625,True,0.0048333065060433,0,0,nan
stage2_dad,9,121,"[11, 3, 27]","[2.028239697317235, 7.076886995124212, 1.6816820290050416]",0.8125,0.35,0.4625,True,0.0047960918745957315,0,0,nan
stage2_dad,10,122,"[11, 3, 27]","[1.582048532869378, 3.302704162271205, 2.785510831022074]",0.8375000000000001,0.15,0.6875000000000001,True,0.004754361987579614,0,0,nan
stage2_dad,11,123,"[11, 3, 27]","[1.5010822277735762, 3.0854572544444845, 1.3635256227893275]",0.7749999999999999,0.1,0.6749999999999999,True,0.0048129909846466035,0,0,nan
stage2_dad,12,124,"[11, 3, 27]","[3.552477435829289, 3.617669287608419, 1.6983553470667176]",0.925,0.6,0.32500000000000007,True,0.004816658736672252,0,0,nan
stage2_dad,13,125,"[11, 3, 27]","[2.9438719025693865, 3.1931021139803377, 1.4834337497434698]",0.9375,0.45,0.4875,True,0.004867015813942999,0,0,nan
stage2_dad,14,126,"[11, 3, 27]","[1.9450701339598675, 4.667288571699227, 1.3218380486475987]",0.9000000000000001,0.3,0.6000000000000001,True,0.004802158975508064,0,0,nan
stage2_dad,15,127,"[11, 3, 27]","[1.7135347292933762, 3.4232337257911656, 1.2236698173398477]",0.8374999999999999,0.2,0.6375,True,0.004787761805346236,0,0,nan
stage2_dad,0,128,"[11, 3, 27]","[1.5654922095049912, 2.910187893888024, 3.074000806959027]",0.7999999999999999,0.1,0.7,True,0.004766329628182575,0,0,nan
stage2_dad,1,129,"[11, 3, 27]","[1.7325506377614575, 4.460643561458577, 2.2661568163524293]",0.8625,0.1,0.7625000000000001,True,0.004804206662811339,0,0,nan
stage2_dad,2,130,"[11, 3, 27]","[2.122162385888, 3.603510978370659, 2.4442787620157853]",0.8625,0.3,0.5625,True,0.004857961175730452,0,0,nan
stage2_dad,3,131,"[11, 3, 27]","[3.238215668329102, 6.647505276606287, 2.181462440518397]",0.9000000000000001,0.5,0.40000000000000013,True,0.004724961530882865,0,0,nan
stage2_dad,4,132,"[11, 3, 27]","[2.5068098844720623, 2.9083855835094043, 1.9290950634895707]",0.9249999999999999,0.4,0.5249999999999999,True,0.004725712613435462,0,0,nan
stage2_dad,5,133,"[11, 3, 27]","[1.9619144398545905, 6.238174228594558, 2.956074525984372]",0.725,0.25,0.475,True,0.004848774377023801,0,0,nan
stage2_dad,6,134,"[11, 3, 27]","[3.504379119236841, 3.388630571697174, 1.6900661140885234]",0.9625,0.6,0.36250000000000004,True,0.004783928918186575,0,0,nan
stage2_dad,7,135,"[11, 3, 27]","[3.709817709460744, 4.7681946866397595, 1.7445032333187664]",1.0,0.6,0.4,True,0.0048053310019895434,0,0,nan
stage2_dad,8,136,"[11, 3, 27]","[1.7301778301303816, 5.869462377912077, 1.8223203268082477]",0.725,0.1,0.625,True,0.004831549129448831,0,0,nan
stage2_dad,9,137,"[11, 3, 27]","[2.0938046434378412, 7.0469966355545255, 1.771714514295623]",0.8125,0.35,0.4625,True,0.004763962118886411,0,0,nan
stage2_dad,10,138,"[11, 3, 27]","[1.5176907418321595, 3.2810993761081524, 2.8075122948302127]",0.8375,0.15,0.6875,True,0.004775036795763299,0,0,nan
stage2_dad,11,139,"[11, 3, 27]","[1.4240351154179298, 3.1349257008655105, 1.3863440628976191]",0.7625,0.1,0.6625,True,0.004766844678670168,0,0,nan
stage2_dad,12,140,"[11, 3, 27]","[3.370832090542735, 3.61044035712341, 1.3611323074542627]",0.9125,0.6,0.3125,True,0.00474491692148149,0,0,nan
stage2_dad,13,141,"[11, 3, 27]","[2.7958791477934235, 3.288031074456779, 1.6936267171763737]",0.9,0.45,0.45,True,0.0047673219232819974,0,0,nan
stage2_dad,14,142,"[11, 3, 27]","[2.0459580760106215, 4.573242873365053, 1.3918514873387788]",0.9000000000000001,0.3,0.6000000000000001,True,0.004906949296128005,0,0,nan
stage2_dad,15,143,"[11, 3, 27]","[1.6980525886298186, 3.2846745515377602, 1.3013777577745664]",0.7875,0.2,0.5874999999999999,True,0.004848106007557362,0,0,nan
stage2_dad,0,144,"[11, 3, 27]","[1.3797477669355573, 3.0103219895063456, 3.0221333913947666]",0.7999999999999999,0.1,0.7,True,0.004782040632562712,0,0,nan
stage2_dad,1,145,"[11, 3, 27]","[1.8196349865767205, 4.459741794319929, 2.3309949676145054]",0.8500000000000001,0.1,0.7500000000000001,True,0.004794281703652814,0,0,nan
stage2_dad,2,146,"[11, 3, 27]","[2.192134327151805, 3.5463279285002054, 2.317255406479155]",0.8625,0.3,0.5625,True,0.004757382994284853,0,0,nan
stage2_dad,3,147,"[11, 3, 27]","[3.328721324586744, 6.462004164305472, 2.252017943604261]",0.9000000000000001,0.5,0.40000000000000013,True,0.0047689662023913115,0,0,nan
stage2_dad,4,148,"[11, 3, 27]","[2.751352982470171, 2.8095141390924825, 1.9905235644478587]",0.9625,0.4,0.5625,True,0.004753919871291146,0,0,nan
stage2_dad,5,149,"[11, 3, 27]","[1.9053293614901232, 6.350728328030959, 3.0365747512089887]",0.7,0.25,0.44999999999999996,True,0.004705656843725592,0,0,nan
stage2_dad,6,150,"[11, 3, 27]","[3.282795846558481, 3.3609133208742574, 1.5851347418475963]",0.9625,0.6,0.36250000000000004,True,0.00469903921475634,0,0,nan
stage2_dad,7,151,"[11, 3, 27]","[3.4688356422592546, 4.680527509785107, 1.8553119390967812]",1.0,0.6,0.4,True,0.0047402799827978015,0,0,nan
stage2_dad,8,152,"[11, 3, 27]","[1.6373474310964196, 5.903424328453303, 1.9117751888319248]",0.725,0.1,0.625,True,0.004641410050680861,0,0,nan
stage2_dad,9,153,"[11, 3, 27]","[2.257807113162831, 7.156087509628945, 1.6846731901787984]",0.8125,0.35,0.4625,True,0.004724099999293685,0,0,nan
stage2_dad,10,154,"[11, 3, 27]","[1.608725331592337, 3.2605738982792425, 2.9185428551127672]",0.8375000000000001,0.15,0.6875000000000001,True,0.004779943235917017,0,0,nan
stage2_dad,11,155,"[11, 3, 27]","[1.4669672841955999, 3.0099602268849037, 1.4644083649740298]",0.7875,0.1,0.6875,True,0.0047626902523916215,0,0,nan
stage2_dad,12,156,"[11, 3, 27]","[3.416761269777709, 3.7739755901245893, 1.469042519370635]",0.9125,0.6,0.3125,True,0.004714366368716583,0,0,nan
stage2_dad,13,157,"[11, 3, 27]","[2.915223173224095, 3.2901837708237, 1.6878149536253362]",0.95,0.45,0.49999999999999994,True,0.004753990739118308,0,0,nan
stage2_dad,14,158,"[11, 3, 27]","[1.976742034026324, 4.598835041916024, 1.4248929534746058]",0.9000000000000001,0.3,0.6000000000000001,True,0.0046715081261936575,0,0,nan
