system,history_id,history_step,b_star_cont,A_star_on_b_star_cont,J_bus_star_cont,second_bus_cont,gap_best_second_bus_cont,b_star_snap,A_star_on_b_star_snap,J_bus_star_snap,second_bus_snap,gap_best_second_bus_snap,joint_bus_cont,joint_amp_cont,bus_ranking_cont
ieee9,11,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,12,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,13,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,14,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,15,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,16,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,17,1,0,0.1,0.9000000000000001,2,0.0,0,0.1,0.96,2,0.0,2,0.05,0 2 3 5 7 8 1 6 4
ieee9,18,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,19,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,20,1,3,0.05,0.9050000000000001,1,0.003750000000000031,3,0.05,0.965,1,0.003750000000000031,3,0.05,3 1 5 2 0 8 7 4 6
ieee9,21,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,22,1,3,0.1,0.9350000000000002,8,0.036250000000000004,3,0.1,0.9924999999999999,1,0.03249999999999997,3,0.1,3 8 1 5 7 2 4 0 6
ieee9,23,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,24,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,25,1,3,0.05,0.9087500000000002,5,0.004999999999999893,3,0.05,0.96875,5,0.004999999999999893,3,0.05,3 5 1 2 0 7 4 8 6
ieee9,26,1,3,0.05,0.9062500000000002,5,0.004999999999999893,3,0.05,0.96625,5,0.004999999999999893,3,0.05,3 5 0 8 2 7 1 4 6
ieee9,27,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,28,1,2,0.3,0.9875,3,0.0,2,0.3,0.98625,3,0.0,3,0.05,2 3 4 0 7 5 6 1 8
ieee9,29,1,3,0.075,0.95625,8,0.0,3,0.075,0.9937499999999999,8,0.0,8,0.05,3 8 1 4 6 7 5 0 2
ieee9,30,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,31,1,3,0.05,0.90375,2,0.0025000000000001688,3,0.05,0.9637499999999999,2,0.0025000000000001688,3,0.05,3 2 1 5 7 0 8 4 6
ieee9,32,1,3,0.3,0.9137500000000002,1,0.0050000000000000044,3,0.3,0.97375,1,0.0050000000000000044,3,0.3,3 1 6 0 2 5 4 7 8
ieee9,33,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,34,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,35,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,36,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,37,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,38,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,39,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,40,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,41,1,0,0.3,0.9000000000000001,1,0.0,0,0.3,0.96,1,0.0,1,0.05,0 1 2 5 6 7 8 3 4
ieee9,42,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,43,1,3,0.05,0.9187500000000001,8,0.0,3,0.05,0.97125,8,0.0,3,0.05,3 8 0 4 7 6 1 5 2
ieee9,44,1,0,0.15,0.9000000000000001,2,0.0,0,0.15,0.96,2,0.0,2,0.05,0 2 4 5 6 7 8 1 3
ieee9,45,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,46,1,3,0.15,0.9300000000000002,1,0.036250000000000004,3,0.15,0.985,1,0.028749999999999942,3,0.15,3 1 7 8 2 5 4 6 0
ieee9,47,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,48,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,49,1,0,0.15,0.9000000000000001,2,0.0,0,0.15,0.96,2,0.0,2,0.05,0 2 4 5 6 7 8 1 3
ieee9,50,1,6,0.05,0.9000000000000001,7,0.0,6,0.05,0.96,7,0.0,6,0.05,6 7 3 0 4 5 8 1 2
ieee9,51,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,52,1,3,0.05,0.9375000000000001,2,0.012500000000000067,3,0.05,0.97125,2,0.003750000000000031,3,0.05,3 2 0 4 5 7 8 6 1
ieee9,53,1,3,0.2,0.99375,1,0.01000000000000012,3,0.2,1.01625,1,0.010000000000000009,3,0.2,3 1 8 7 6 4 0 5 2
ieee9,54,1,0,0.15,0.9000000000000001,1,0.0,0,0.15,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,55,1,3,0.05,0.9137500000000002,2,0.0025000000000000577,3,0.05,0.97375,2,0.0025000000000000577,3,0.05,3 2 5 0 8 1 7 4 6
ieee9,56,1,3,0.3,0.9037500000000002,0,0.006249999999999978,3,0.3,0.96375,0,0.006249999999999978,3,0.3,3 0 6 1 2 5 4 8 7
ieee9,57,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,58,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,59,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,60,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,61,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,62,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,63,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,64,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,65,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,66,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,67,1,1,0.05,0.9750000000000001,3,0.0,1,0.05,1.005,3,0.0,1,0.05,1 3 7 8 4 6 0 5 2
ieee9,68,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,69,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,70,1,3,0.05,0.9237500000000002,1,0.03749999999999998,3,0.05,0.98375,1,0.032500000000000084,3,0.05,3 1 8 5 7 6 2 4 0
ieee9,71,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,72,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,73,1,0,0.15,0.9000000000000001,1,0.0,0,0.15,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,74,1,3,0.05,0.9025000000000001,0,0.0025000000000000577,3,0.05,0.9624999999999999,0,0.0025000000000000577,3,0.05,3 0 5 2 4 8 1 7 6
ieee9,75,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,76,1,0,0.15,0.9000000000000001,1,0.0,0,0.15,0.96,1,0.0,1,0.05,0 1 6 3 5 2 4 7 8
ieee9,77,1,3,0.05,0.9687500000000001,8,0.0,3,0.05,1.00125,8,0.0,3,0.05,3 8 1 7 4 6 5 2 0
ieee9,78,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,79,1,3,0.05,0.9112500000000001,2,0.0024999999999999467,3,0.05,0.97125,2,0.0024999999999999467,3,0.05,3 2 5 1 0 8 7 4 6
ieee9,80,1,3,0.1,0.9362500000000002,2,0.0024999999999999467,3,0.1,0.99625,2,0.0025000000000000577,3,0.1,3 2 1 8 4 6 7 5 0
ieee9,81,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,82,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,83,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,84,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,85,1,0,0.3,0.9000000000000001,7,0.0,0,0.3,0.96,7,0.0,7,0.075,0 7 3 5 4 1 6 2 8
ieee9,86,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,87,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,88,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,89,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,90,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,91,1,3,0.05,0.9000000000000001,6,0.0,3,0.05,0.96,6,0.0,3,0.05,3 6 8 0 7 2 4 5 1
ieee9,92,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,2,0.05,0 1 2 3 4 5 6 7 8
ieee9,93,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,94,1,2,0.2,0.9350000000000002,3,0.0,2,0.2,0.995,3,0.0,3,0.15,2 3 1 7 6 4 5 8 0
ieee9,95,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,96,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,97,1,3,0.05,0.9050000000000001,1,0.0025000000000000577,3,0.05,0.965,1,0.0025000000000000577,3,0.05,3 1 5 0 8 7 2 4 6
ieee9,98,1,2,0.05,0.9137500000000002,3,0.0,2,0.05,0.97375,3,0.0,2,0.05,2 3 0 5 8 1 7 4 6
ieee9,99,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,100,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,101,1,3,0.05,0.9650000000000001,1,0.010000000000000009,3,0.05,1.0,1,0.010000000000000009,3,0.05,3 1 8 6 7 4 2 0 5
ieee9,102,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,103,1,0,0.15,0.9000000000000001,1,0.0,0,0.15,0.96,1,0.0,3,0.05,0 1 3 6 8 5 7 2 4
ieee9,104,1,3,0.1,0.9387500000000002,1,0.012499999999999956,3,0.1,0.9987499999999999,1,0.012500000000000067,3,0.1,3 1 2 6 7 8 4 5 0
ieee9,105,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,106,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,107,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,108,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,109,1,0,0.3,0.9000000000000001,1,0.0,0,0.3,0.96,1,0.0,1,0.05,0 1 2 5 6 7 8 3 4
ieee9,110,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,111,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,112,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,113,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,114,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,115,1,3,0.05,0.9312500000000001,8,0.0,3,0.05,0.97875,8,0.0,3,0.05,3 8 7 0 1 4 6 2 5
ieee9,116,1,3,0.05,0.9050000000000001,1,0.0012500000000000844,3,0.05,0.965,1,0.0012500000000000844,3,0.05,3 1 0 5 8 2 4 7 6
ieee9,117,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,118,1,3,0.3,0.9175000000000002,1,0.05249999999999999,3,0.3,0.975,1,0.04000000000000015,3,0.3,3 1 8 7 2 4 6 5 0
ieee9,119,1,0,0.1,0.9000000000000001,1,0.0,0,0.1,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,120,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,121,1,2,0.15,0.9212500000000001,3,0.0,2,0.15,0.98125,3,0.0,3,0.05,2 3 0 5 1 8 7 4 6
ieee9,122,1,3,0.05,0.9137500000000002,2,0.0012499999999999734,3,0.05,0.97375,2,0.0012499999999999734,3,0.05,3 2 5 0 8 1 4 7 6
ieee9,123,1,0,0.2,0.9000000000000001,1,0.0,0,0.2,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,124,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,125,1,3,0.15,0.9200000000000002,1,0.03125,3,0.15,0.9775,1,0.028750000000000053,3,0.15,3 1 7 2 8 6 5 0 4
ieee9,126,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,127,1,2,0.05,0.9150000000000001,3,0.0,2,0.05,0.975,3,0.0,2,0.05,2 3 5 0 1 8 7 6 4
ieee9,128,1,2,0.3,0.9437500000000002,3,0.0,3,0.1,1.00375,2,2.220446049250313e-16,3,0.1,2 3 1 8 7 4 5 6 0
ieee9,129,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,130,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,131,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,132,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,133,1,0,0.2,0.9000000000000001,1,0.0,0,0.2,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,134,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,135,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,136,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,137,1,3,0.3,0.9100000000000001,2,0.007500000000000062,3,0.3,0.97,2,0.007500000000000062,3,0.3,3 2 1 5 0 6 7 8 4
ieee9,138,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,139,1,3,0.05,0.925,8,0.0,3,0.05,0.975,8,0.0,3,0.05,3 8 0 7 1 6 4 2 5
ieee9,140,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,141,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,142,1,3,0.15,0.9362500000000001,2,0.02749999999999997,3,0.15,0.99125,2,0.03249999999999997,3,0.15,3 2 4 1 7 5 6 8 0
ieee9,143,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,144,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,145,1,3,0.05,0.9062500000000002,1,0.006249999999999867,3,0.05,0.96625,1,0.006249999999999867,3,0.05,3 1 5 2 8 0 7 4 6
ieee9,146,1,3,0.05,0.90375,0,0.0050000000000001155,3,0.05,0.9637499999999999,0,0.0050000000000001155,3,0.05,3 0 5 2 8 1 4 7 6
ieee9,147,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,148,1,0,0.15,0.9000000000000001,3,0.0,0,0.15,0.96,3,0.0,3,0.05,0 3 6 7 5 2 1 4 8
ieee9,149,1,3,0.05,0.9400000000000002,7,0.02499999999999991,3,0.05,0.9875,7,0.014999999999999902,3,0.05,3 7 1 8 6 4 5 2 0
ieee9,150,1,0,0.3,0.9000000000000001,1,0.0,0,0.3,0.96,1,0.0,1,0.05,0 1 2 3 5 6 7 8 4
ieee9,151,1,3,0.05,0.9062500000000002,5,0.00374999999999992,3,0.05,0.96625,5,0.00374999999999992,3,0.05,3 5 2 1 7 0 8 4 6
ieee9,152,1,3,0.3,0.9162500000000002,1,0.004999999999999893,3,0.3,0.9762500000000001,1,0.004999999999999893,3,0.3,3 1 2 0 5 6 8 7 4
ieee9,153,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,154,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,155,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,156,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,157,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,158,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,159,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,160,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,161,1,0,0.3,0.9000000000000001,1,0.0,0,0.3,0.96,1,0.0,1,0.05,0 1 2 5 6 7 8 3 4
ieee9,162,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,163,1,3,0.05,0.9000000000000001,5,0.0,3,0.05,0.96,5,0.0,3,0.05,3 5 6 7 8 1 4 0 2
ieee9,164,1,0,0.075,0.9000000000000001,2,0.0,0,0.075,0.96,2,0.0,2,0.05,0 2 3 4 5 6 7 8 1
ieee9,165,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,166,1,3,0.075,0.9225000000000001,1,0.016250000000000098,3,0.075,0.9824999999999999,1,0.016250000000000098,3,0.075,3 1 2 7 8 4 5 6 0
ieee9,167,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,168,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,169,1,3,0.05,0.9050000000000001,1,0.0024999999999999467,3,0.05,0.965,1,0.0024999999999999467,3,0.05,3 1 5 0 8 2 7 4 6
ieee9,170,1,3,0.05,0.9125000000000001,0,0.003750000000000031,3,0.05,0.9724999999999999,0,0.003750000000000031,3,0.05,3 0 2 5 1 8 7 6 4
ieee9,171,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,172,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,173,1,3,0.2,0.9125000000000001,1,0.04500000000000015,3,0.2,0.97,1,0.03249999999999997,3,0.2,3 1 8 7 6 4 2 5 0
ieee9,174,1,3,0.3,0.9200000000000002,2,0.0024999999999999467,3,0.3,0.98,2,0.0024999999999999467,3,0.3,3 2 1 8 0 4 5 7 6
ieee9,175,1,3,0.05,0.9087500000000002,2,0.004999999999999893,3,0.05,0.96875,2,0.004999999999999893,3,0.05,3 2 1 5 8 0 7 4 6
ieee9,176,1,3,0.15,0.9412500000000001,1,0.022499999999999964,3,0.15,1.00125,1,0.022499999999999964,3,0.15,3 1 2 5 7 4 6 8 0
ieee9,177,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,178,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,179,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,180,1,3,0.3,0.9025000000000001,2,0.003750000000000031,3,0.3,0.9624999999999999,2,0.003750000000000031,3,0.3,3 2 1 5 6 0 4 7 8
ieee9,181,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,2,0.05,0 1 2 3 4 5 6 7 8
ieee9,182,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,183,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,184,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
ieee9,185,1,3,0.3,0.9125000000000001,0,0.006250000000000089,3,0.3,0.9724999999999999,0,0.006250000000000089,3,0.3,3 0 1 5 2 8 7 6 4
ieee9,186,1,0,0.075,0.9000000000000001,1,0.0,0,0.075,0.96,1,0.0,1,0.05,0 1 2 3 4 5 6 7 8
