T,first_action,first_observation_bin,best_second_action,second_action_distribution,n,action_history,observation_branch,best_next_action,branch_value,bin_prob
3,,,,,,"[48, 10]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 10]",1,8,0.971666666666667,0.3330078125
3,,,,,,"[48, 10]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[48, 13]",0,0,1.1133333333333337,0.3330078125
3,,,,,,"[48, 13]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 13]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[48, 19]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 19]",1,50,1.0050000000000001,0.3330078125
3,,,,,,"[48, 19]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[48, 22]",0,0,1.1150000000000004,0.3330078125
3,,,,,,"[48, 22]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 22]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[48, 28]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 28]",1,3,0.9600000000000003,0.3330078125
3,,,,,,"[48, 28]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[48, 31]",0,0,1.1183333333333338,0.3330078125
3,,,,,,"[48, 31]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 31]",2,0,0.9600000000000003,0.333984375
3,,,,,,[48],3,28,0.9600000000000004,0.19970703125
3,,,,,,"[48, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 1]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[48, 10]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 10]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 10]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[48, 19]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 19]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 19]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[48, 20]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[48, 20]",1,51,0.9650000000000002,0.3330078125
3,,,,,,"[48, 20]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[48, 28]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 28]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 28]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[48, 29]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[48, 29]",1,0,0.9841666666666667,0.3330078125
3,,,,,,"[48, 29]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[48, 37]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 37]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[48, 37]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[48, 38]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[48, 38]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[48, 38]",2,0,0.9600000000000003,0.333984375
3,,,,,,[48],4,1,0.9867187500000002,0.2001953125
3,,,,,,"[12, 0]",0,1,0.9600000000000003,0.3330078125
3,,,,,,"[12, 0]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[12, 0]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[12, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 2]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 2]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 2]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 3]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 3]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 3]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 4]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 4]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 5]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 5]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 6]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 6]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 6]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 7]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 7]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 7]",2,0,0.9600000000000003,0.333984375
3,,,,,,[12],0,0,0.9600000000000004,0.2001953125
3,,,,,,"[12, 0]",0,1,0.9600000000000003,0.3330078125
3,,,,,,"[12, 0]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[12, 0]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[12, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 2]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 2]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 2]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 3]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 3]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 3]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 4]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 4]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 5]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 5]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 6]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 6]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 6]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 7]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 7]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 7]",2,0,0.9600000000000003,0.333984375
3,,,,,,[12],1,0,0.9600000000000004,0.19970703125
3,,,,,,"[12, 0]",0,1,0.9600000000000003,0.3330078125
3,,,,,,"[12, 0]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[12, 0]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[12, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 2]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 2]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 2]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 3]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 3]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 3]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 4]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 4]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 5]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 5]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 6]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 6]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 6]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 7]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 7]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 7]",2,0,0.9600000000000003,0.333984375
3,,,,,,[12],2,0,0.9600000000000004,0.2001953125
3,,,,,,"[12, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 2]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 2]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 2]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 5]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 5]",2,7,0.9600000000000003,0.333984375
3,,,,,,"[12, 7]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 7]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[12, 7]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 8]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 8]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 8]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 10]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 10]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 10]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 14]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 14]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 14]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 16]",0,2,0.9600000000000003,0.3330078125
3,,,,,,"[12, 16]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[12, 16]",2,0,0.9600000000000003,0.333984375
3,,,,,,[12],3,1,0.9600000000000004,0.19970703125
3,,,,,,"[12, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 1]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 1]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[12, 4]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 4]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 8]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 8]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 8]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 10]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 10]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 10]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[12, 13]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 13]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 13]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 17]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 17]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 17]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[12, 19]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[12, 19]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 19]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[12, 22]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 22]",1,0,1.0399999999999998,0.3330078125
3,,,,,,"[12, 22]",2,0,0.9600000000000003,0.333984375
3,,,,,,[12],4,4,1.01328125,0.2001953125
3,,,,,,"[21, 0]",0,1,0.9600000000000003,0.3330078125
3,,,,,,"[21, 0]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[21, 0]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[21, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 1]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 2]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 2]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 2]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 3]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 3]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 3]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 4]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 4]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 5]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 5]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 6]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 6]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 6]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 7]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 7]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 7]",2,0,0.9600000000000003,0.333984375
3,,,,,,[21],0,0,0.9600000000000004,0.2001953125
3,,,,,,"[21, 0]",0,1,0.9600000000000003,0.3330078125
3,,,,,,"[21, 0]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[21, 0]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[21, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 1]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 2]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 2]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 2]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 3]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 3]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 3]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 4]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 4]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 5]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 5]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 6]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 6]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 6]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 7]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 7]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 7]",2,0,0.9600000000000003,0.333984375
3,,,,,,[21],1,0,0.9600000000000004,0.19970703125
3,,,,,,"[21, 0]",0,1,0.9600000000000003,0.3330078125
3,,,,,,"[21, 0]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[21, 0]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[21, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 1]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 2]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 2]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 2]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 3]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 3]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 3]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 4]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 4]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 5]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 5]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 6]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 6]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 6]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 7]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 7]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 7]",2,0,0.9600000000000003,0.333984375
3,,,,,,[21],2,0,0.9600000000000004,0.2001953125
3,,,,,,"[21, 0]",0,1,0.9600000000000003,0.3330078125
3,,,,,,"[21, 0]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[21, 0]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[21, 3]",0,7,0.9600000000000003,0.3330078125
3,,,,,,"[21, 3]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 3]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 4]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 4]",1,3,0.9600000000000003,0.3330078125
3,,,,,,"[21, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 5]",1,3,0.9600000000000003,0.3330078125
3,,,,,,"[21, 5]",2,7,0.9600000000000003,0.333984375
3,,,,,,"[21, 7]",0,3,0.9600000000000003,0.3330078125
3,,,,,,"[21, 7]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 7]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[21, 8]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 8]",1,17,0.9600000000000003,0.3330078125
3,,,,,,"[21, 8]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 9]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 9]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 9]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 12]",0,7,0.9600000000000003,0.3330078125
3,,,,,,"[21, 12]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 12]",2,0,0.9600000000000003,0.333984375
3,,,,,,[21],3,0,0.9600000000000004,0.19970703125
3,,,,,,"[21, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 1]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[21, 10]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 10]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 10]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[21, 19]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 19]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 19]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[21, 28]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 28]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 28]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[21, 37]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 37]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 37]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[21, 43]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[21, 43]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 43]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[21, 46]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 46]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 46]",2,0,1.0399999999999998,0.333984375
3,,,,,,"[21, 52]",0,0,1.0399999999999998,0.3330078125
3,,,,,,"[21, 52]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[21, 52]",2,0,0.9600000000000003,0.333984375
3,,,,,,[21],4,43,0.9866406250000002,0.2001953125
3,,,,,,"[39, 0]",0,1,0.9600000000000003,0.3330078125
3,,,,,,"[39, 0]",1,1,0.9600000000000003,0.3330078125
3,,,,,,"[39, 0]",2,1,0.9600000000000003,0.333984375
3,,,,,,"[39, 1]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 1]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 1]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[39, 2]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 2]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 2]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[39, 3]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 3]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 3]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[39, 4]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 4]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 4]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[39, 5]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 5]",1,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 5]",2,0,0.9600000000000003,0.333984375
3,,,,,,"[39, 6]",0,0,0.9600000000000003,0.3330078125
3,,,,,,"[39, 6]",1,0,0.9600000000000003,0.3330078125
