system,history_id,history_step,bus,A_star,J_star,second_amplitude,gap_best_second
ieee5,9,1,1,0.05,0.8382812500000001,0.075,0.0015625000000000222
ieee5,9,1,2,0.3,0.9203125000000001,0.2,0.009374999999999911
ieee5,9,1,3,0.3,0.8796875000000001,0.2,0.0015625000000000222
ieee5,9,1,4,0.3,0.95625,0.2,0.008593749999999956
ieee5,10,1,0,0.075,0.6812500000000001,0.1,0.0
ieee5,10,1,1,0.05,0.6234375000000001,0.075,0.0
ieee5,10,1,2,0.05,0.6234375000000001,0.075,0.0
ieee5,10,1,3,0.05,0.6250000000000001,0.075,0.0
ieee5,10,1,4,0.05,0.6234375000000001,0.075,0.0
ieee5,11,1,0,0.3,0.8390624999999999,0.2,0.006249999999999978
ieee5,11,1,1,0.05,0.78359375,0.075,0.013281250000000022
ieee5,11,1,2,0.3,0.746875,0.2,0.015625
ieee5,11,1,3,0.05,0.75,0.075,0.0
ieee5,11,1,4,0.05,0.74375,0.075,0.0
ieee5,12,1,0,0.2,0.6671875,0.3,0.0
ieee5,12,1,1,0.05,0.628125,0.075,0.0
ieee5,12,1,2,0.1,0.628125,0.15,0.0
ieee5,12,1,3,0.05,0.6296875000000001,0.075,0.0
ieee5,12,1,4,0.05,0.6296875000000001,0.075,0.0
ieee5,13,1,0,0.2,0.92109375,0.3,0.0
ieee5,13,1,1,0.05,0.8492187500000001,0.075,0.0
ieee5,13,1,2,0.2,0.88671875,0.3,0.0
ieee5,13,1,3,0.05,0.8867187500000002,0.075,0.0
ieee5,13,1,4,0.2,0.8875000000000001,0.3,0.0
ieee5,14,1,0,0.3,1.1242187500000003,0.2,0.0023437499999998668
ieee5,14,1,1,0.05,0.940625,0.075,0.0
ieee5,14,1,2,0.3,1.053125,0.15,0.00390625
ieee5,14,1,3,0.2,0.9554687500000001,0.3,0.0
ieee5,14,1,4,0.2,1.003125,0.3,0.0
ieee5,15,1,0,0.075,1.07734375,0.1,0.0
ieee5,15,1,1,0.05,0.8960937500000001,0.075,0.0007812499999999556
ieee5,15,1,2,0.05,0.98359375,0.075,0.0
ieee5,15,1,3,0.15,0.915625,0.2,0.0
ieee5,15,1,4,0.3,0.921875,0.05,0.007031250000000044
ieee5,16,1,0,0.3,1.08046875,0.2,0.00390625
ieee5,16,1,1,0.05,0.9187500000000001,0.075,0.0007812500000000666
ieee5,16,1,2,0.05,0.9859375000000001,0.075,0.0
ieee5,16,1,3,0.15,0.9281250000000001,0.2,0.0
ieee5,16,1,4,0.3,0.925,0.2,0.0007812500000000666
ieee5,17,1,0,0.3,1.140625,0.2,0.004687500000000178
ieee5,17,1,1,0.15,0.8671875,0.2,0.0015625000000000222
ieee5,17,1,2,0.3,0.95703125,0.15,0.0078125
ieee5,17,1,3,0.1,0.90546875,0.15,0.0
ieee5,17,1,4,0.15,0.975,0.3,0.0007812499999999556
ieee5,18,1,0,0.075,1.03359375,0.1,0.0
ieee5,18,1,1,0.05,0.8734375000000001,0.1,0.0
ieee5,18,1,2,0.3,0.9507812499999999,0.2,0.009375000000000133
ieee5,18,1,3,0.3,0.91875,0.15,0.0015625000000000222
ieee5,18,1,4,0.3,0.9890625000000001,0.2,0.0007812499999999556
ieee5,19,1,0,0.3,1.00546875,0.2,0.0070312500000002665
ieee5,19,1,1,0.05,0.85078125,0.075,0.0015625000000000222
ieee5,19,1,2,0.15,0.9320312500000001,0.2,0.0
ieee5,19,1,3,0.3,0.8664062500000002,0.2,0.0015625000000000222
ieee5,19,1,4,0.3,0.8703125,0.2,0.0015625000000000222
ieee5,20,1,0,0.3,0.80546875,0.2,0.002343750000000089
ieee5,20,1,1,0.05,0.7515624999999999,0.075,0.0031250000000000444
ieee5,20,1,2,0.3,0.734375,0.2,0.025000000000000022
ieee5,20,1,3,0.05,0.728125,0.075,0.0
ieee5,20,1,4,0.05,0.73125,0.075,0.0
ieee5,21,1,0,0.3,0.9375,0.075,0.004687499999999956
ieee5,21,1,1,0.05,0.84375,0.075,0.0015625000000000222
ieee5,21,1,2,0.3,0.8921875000000001,0.2,0.00390625
ieee5,21,1,3,0.05,0.8859375,0.075,0.0
ieee5,21,1,4,0.3,0.88671875,0.15,0.0007812500000000666
ieee5,22,1,0,0.3,0.7765625,0.2,0.0015625000000000222
ieee5,22,1,1,0.3,0.7445312500000001,0.05,0.009375000000000022
ieee5,22,1,2,0.05,0.6890625,0.075,0.0
ieee5,22,1,3,0.2,0.6875,0.3,0.0
ieee5,22,1,4,0.1,0.6828125,0.15,0.0
ieee5,23,1,0,0.3,0.81328125,0.2,0.0007812499999999556
ieee5,23,1,1,0.05,0.7890624999999999,0.075,0.0031250000000000444
ieee5,23,1,2,0.3,0.76015625,0.2,0.0031250000000000444
ieee5,23,1,3,0.05,0.75390625,0.075,0.0
ieee5,23,1,4,0.05,0.75078125,0.075,0.0
ieee5,24,1,0,0.3,0.9195312500000001,0.2,0.0031250000000000444
ieee5,24,1,1,0.05,0.8054687500000002,0.075,0.0
ieee5,24,1,2,0.05,0.8250000000000001,0.075,0.0
ieee5,24,1,3,0.05,0.7898437500000002,0.075,0.0
ieee5,24,1,4,0.3,0.7757812500000001,0.2,0.0015624999999999112
ieee5,25,1,0,0.3,0.9859375000000001,0.2,0.005468750000000022
ieee5,25,1,1,0.2,0.8484375,0.05,0.0015625000000001332
ieee5,25,1,2,0.3,0.9812500000000001,0.2,0.007031250000000044
ieee5,25,1,3,0.3,0.9078125,0.05,0.002343749999999978
ieee5,25,1,4,0.3,0.9460937500000001,0.2,0.0031249999999999334
ieee5,26,1,0,0.3,1.1359375,0.075,0.014062500000000089
ieee5,26,1,1,0.05,0.925,0.075,0.0
ieee5,26,1,2,0.3,1.0125000000000002,0.075,0.002343750000000089
ieee5,26,1,3,0.05,0.95078125,0.075,0.0
ieee5,26,1,4,0.2,1.0421875,0.3,0.0
ieee5,27,1,0,0.15,1.1296875000000002,0.2,0.0
ieee5,27,1,1,0.15,0.9085937500000001,0.2,0.0
ieee5,27,1,2,0.05,0.9875,0.075,0.0
ieee5,27,1,3,0.3,0.92109375,0.05,0.00390625
ieee5,27,1,4,0.3,0.96015625,0.2,0.006250000000000089
ieee5,28,1,0,0.3,1.13671875,0.1,0.0007812500000001776
ieee5,28,1,1,0.15,0.859375,0.2,1.1102230246251565e-16
ieee5,28,1,2,0.2,0.93515625,0.3,0.0
ieee5,28,1,3,0.1,0.8953125,0.15,0.0
ieee5,28,1,4,0.3,0.9593750000000001,0.2,0.00390625
ieee5,29,1,0,0.2,1.1359375000000003,0.3,0.0023437499999998668
ieee5,29,1,1,0.2,0.88125,0.05,1.1102230246251565e-16
ieee5,29,1,2,0.3,0.975,0.2,0.0007812500000000666
ieee5,29,1,3,0.2,0.9296875,0.3,0.0
ieee5,29,1,4,0.3,1.0007812500000002,0.1,0.0023437499999996447
ieee5,30,1,0,0.1,1.09375,0.15,0.0
ieee5,30,1,1,0.15,0.8757812500000001,0.05,0.0007812499999999556
ieee5,30,1,2,0.3,0.9578125000000001,0.15,0.0007812499999999556
ieee5,30,1,3,0.3,0.9226562500000002,0.15,0.0007812499999999556
ieee5,30,1,4,0.05,1.0046875000000002,0.075,0.0
ieee5,31,1,0,0.3,0.878125,0.2,0.0015625000000001332
ieee5,31,1,1,0.15,0.7851562500000001,0.05,0.0007812500000000666
ieee5,31,1,2,0.2,0.7875000000000001,0.3,0.0
ieee5,31,1,3,0.05,0.76171875,0.075,0.0
ieee5,31,1,4,0.3,0.7484375000000001,0.2,0.0015624999999999112
ieee5,32,1,0,0.3,0.7992187499999999,0.15,0.0015625000000001332
ieee5,32,1,1,0.05,0.7601562500000001,0.075,0.0
ieee5,32,1,2,0.3,0.75234375,0.2,0.009375000000000022
ieee5,32,1,3,0.05,0.74921875,0.075,0.0
ieee5,32,1,4,0.1,0.74921875,0.15,0.0
ieee5,33,1,0,0.3,0.9468750000000001,0.2,0.0023437499999998668
ieee5,33,1,1,0.05,0.8265625000000001,0.075,0.0015624999999999112
ieee5,33,1,2,0.075,0.8625,0.1,0.0
ieee5,33,1,3,0.1,0.8960937500000001,0.15,0.0
ieee5,33,1,4,0.3,0.8875000000000001,0.2,0.0031249999999999334
ieee5,34,1,0,0.3,0.8343750000000001,0.2,0.0015624999999999112
ieee5,34,1,1,0.3,0.76875,0.05,0.0007812500000000666
ieee5,34,1,2,0.05,0.7328125000000001,0.075,0.0
ieee5,34,1,3,0.2,0.72265625,0.3,0.0
ieee5,34,1,4,0.05,0.7117187500000001,0.075,0.0
ieee5,35,1,0,0.3,0.83125,0.2,0.005468749999999911
ieee5,35,1,1,0.05,0.8062500000000001,0.075,0.0
ieee5,35,1,2,0.3,0.78125,0.2,0.0031250000000000444
ieee5,35,1,3,0.05,0.7843749999999999,0.075,0.0031250000000000444
ieee5,35,1,4,0.1,0.7906249999999999,0.15,0.0
ieee5,36,1,0,0.3,0.9312500000000001,0.2,0.0031249999999999334
ieee5,36,1,1,0.05,0.7929687500000001,0.075,0.0
ieee5,36,1,2,0.2,0.8078125,0.3,0.0
ieee5,36,1,3,0.2,0.76875,0.3,0.0
ieee5,36,1,4,0.05,0.7585937500000002,0.075,0.0
ieee5,37,1,0,0.075,0.9484375000000002,0.1,0.0015625000000000222
ieee5,37,1,1,0.05,0.84765625,0.075,0.0
ieee5,37,1,2,0.3,0.95,0.2,0.010156250000000089
ieee5,37,1,3,0.05,0.89375,0.075,0.0
ieee5,37,1,4,0.3,0.95703125,0.2,0.0031250000000000444
ieee5,38,1,0,0.3,1.1242187500000003,0.2,0.018749999999999822
ieee5,38,1,1,0.05,0.9203125,0.075,0.0015625000000000222
ieee5,38,1,2,0.15,1.0140625,0.2,0.0
ieee5,38,1,3,0.15,0.946875,0.2,0.0
ieee5,38,1,4,0.2,1.01796875,0.3,0.0
ieee5,39,1,0,0.3,1.13125,0.2,0.002343750000000089
ieee5,39,1,1,0.2,0.9210937499999999,0.075,1.1102230246251565e-16
ieee5,39,1,2,0.05,1.009375,0.075,0.0
ieee5,39,1,3,0.05,0.93515625,0.075,0.0
ieee5,39,1,4,0.3,0.9890625000000001,0.15,0.003906249999999889
ieee5,40,1,0,0.3,1.1476562500000003,0.075,0.0023437499999998668
ieee5,40,1,1,0.2,0.8921875,0.15,0.0007812500000000666
ieee5,40,1,2,0.3,0.940625,0.15,0.005468749999999911
ieee5,40,1,3,0.05,0.9140625000000001,0.075,0.0
ieee5,40,1,4,0.15,0.978125,0.2,0.0
ieee5,41,1,0,0.3,1.1359375,0.15,0.011718750000000222
ieee5,41,1,1,0.15,0.89609375,0.2,0.0007812500000000666
ieee5,41,1,2,0.2,0.9515625000000001,0.3,0.0
ieee5,41,1,3,0.05,0.9171875,0.075,0.0
ieee5,41,1,4,0.3,0.9875,0.2,0.012499999999999956
ieee5,42,1,0,0.2,1.0476562500000002,0.3,0.0
ieee5,42,1,1,0.075,0.83203125,0.1,0.0007812499999999556
ieee5,42,1,2,0.3,0.9187500000000001,0.2,0.006249999999999978
ieee5,42,1,3,0.3,0.8914062500000002,0.05,0.007812499999999889
ieee5,42,1,4,0.3,0.9460937500000001,0.2,0.007031249999999933
ieee5,43,1,0,0.3,1.025,0.1,0.0007812500000001776
ieee5,43,1,1,0.05,0.8679687500000001,0.075,0.0015625000000000222
ieee5,43,1,2,0.2,0.9609375000000001,0.3,0.0
ieee5,43,1,3,0.15,0.89375,0.2,0.0
ieee5,43,1,4,0.3,0.8859375,0.15,0.00390625
ieee5,44,1,0,0.3,0.815625,0.2,0.0031249999999998224
ieee5,44,1,1,0.05,0.75703125,0.075,0.003906249999999889
ieee5,44,1,2,0.3,0.72890625,0.2,0.006249999999999978
ieee5,44,1,3,0.05,0.73828125,0.075,0.0
ieee5,44,1,4,0.05,0.72890625,0.075,0.0
ieee5,45,1,0,0.075,0.9039062500000001,0.1,0.0
ieee5,45,1,1,0.05,0.8367187500000001,0.075,0.0007812500000000666
ieee5,45,1,2,0.05,0.92578125,0.075,0.0
ieee5,45,1,3,0.3,0.87421875,0.05,0.002343750000000089
ieee5,45,1,4,0.3,0.8687500000000001,0.15,0.0007812499999999556
ieee5,46,1,0,0.2,0.6765625,0.3,0.0
ieee5,46,1,1,0.05,0.65625,0.075,0.0
ieee5,46,1,2,0.3,0.659375,0.2,0.0031249999999999334
ieee5,46,1,3,0.05,0.65625,0.075,0.0
ieee5,46,1,4,0.05,0.6578125,0.075,0.0
ieee5,47,1,0,0.3,0.8117187499999999,0.2,0.004687500000000067
ieee5,47,1,1,0.05,0.75703125,0.075,0.0
ieee5,47,1,2,0.3,0.7296875,0.2,0.02499999999999991
ieee5,47,1,3,0.05,0.7234375,0.075,0.0031250000000000444
ieee5,47,1,4,0.05,0.7234375,0.075,0.0
ieee5,48,1,0,0.075,0.6343750000000001,0.1,0.0
ieee5,48,1,1,0.05,0.6140625000000001,0.075,0.0
ieee5,48,1,2,0.05,0.6140625000000001,0.075,0.0
ieee5,48,1,3,0.05,0.6140625000000001,0.075,0.0
ieee5,48,1,4,0.05,0.6140625000000001,0.075,0.0
ieee5,49,1,0,0.15,0.9109375000000002,0.3,0.0
ieee5,49,1,1,0.05,0.8500000000000001,0.075,0.0
ieee5,49,1,2,0.3,0.9031250000000002,0.2,0.0007812499999999556
ieee5,49,1,3,0.3,0.8914062500000001,0.05,0.0015625000000000222
ieee5,49,1,4,0.075,0.8757812500000002,0.05,0.0015624999999999112
ieee5,50,1,0,0.1,1.0375,0.15,0.0
ieee5,50,1,1,0.05,0.821875,0.075,0.0
ieee5,50,1,2,0.3,0.9187500000000001,0.2,0.011718749999999889
ieee5,50,1,3,0.3,0.86640625,0.2,0.002343749999999978
ieee5,50,1,4,0.3,0.9484375,0.1,0.005468750000000022
ieee5,51,1,0,0.3,1.1359375000000003,0.15,0.0023437499999998668
ieee5,51,1,1,0.15,0.9171875,0.1,0.0015624999999999112
ieee5,51,1,2,0.3,0.9890625,0.05,0.0007812500000001776
ieee5,51,1,3,0.2,0.93359375,0.3,0.0
ieee5,51,1,4,0.3,1.0,0.15,0.007031250000000044
ieee5,52,1,0,0.3,1.1218750000000002,0.2,0.014062499999999867
ieee5,52,1,1,0.075,0.9156249999999999,0.1,0.0
ieee5,52,1,2,0.2,0.9875,0.3,0.0
ieee5,52,1,3,0.15,0.94609375,0.2,0.0
ieee5,52,1,4,0.3,1.0171875000000001,0.2,0.0031250000000000444
ieee5,53,1,0,0.3,1.12890625,0.2,0.002343750000000089
ieee5,53,1,1,0.2,0.8851562500000001,0.15,0.0007812499999999556
ieee5,53,1,2,0.3,0.9851562500000001,0.15,0.0015625000000000222
ieee5,53,1,3,0.3,0.9171875,0.05,0.00390625
ieee5,53,1,4,0.3,0.9765625000000001,0.075,0.007031249999999933
ieee5,54,1,0,0.3,0.9890625000000001,0.15,0.0015625000000000222
ieee5,54,1,1,0.05,0.85625,0.075,0.0007812499999999556
ieee5,54,1,2,0.3,0.9164062500000001,0.1,0.0007812499999999556
ieee5,54,1,3,0.3,0.9109375000000002,0.2,0.0015624999999999112
ieee5,54,1,4,0.3,0.9593750000000001,0.2,0.0007812499999999556
ieee5,55,1,0,0.3,1.1078125,0.2,0.002343750000000089
ieee5,55,1,1,0.05,0.9046875000000001,0.075,0.0007812499999999556
ieee5,55,1,2,0.05,1.00234375,0.075,0.0
ieee5,55,1,3,0.05,0.9101562500000001,0.075,0.0
ieee5,55,1,4,0.3,0.94140625,0.2,0.0015625000000001332
ieee5,56,1,0,0.3,0.8218749999999999,0.2,0.004687499999999956
ieee5,56,1,1,0.075,0.7750000000000001,0.05,0.0007812499999999556
ieee5,56,1,2,0.3,0.7484375,0.2,0.009375000000000022
ieee5,56,1,3,0.05,0.7484374999999999,0.075,0.0
ieee5,56,1,4,0.05,0.7453124999999999,0.075,0.0
ieee5,57,1,0,0.3,0.9359375000000001,0.2,0.0015624999999999112
ieee5,57,1,1,0.05,0.8492187500000001,0.075,0.0
ieee5,57,1,2,0.3,0.8914062500000001,0.15,0.004687500000000067
ieee5,57,1,3,0.05,0.9031250000000002,0.075,0.0
ieee5,57,1,4,0.2,0.8851562500000001,0.3,0.0
ieee5,58,1,0,0.3,0.6234375000000001,0.15,0.0031249999999999334
ieee5,58,1,1,0.05,0.6203125,0.075,0.0
ieee5,58,1,2,0.3,0.6156250000000001,0.05,0.0031250000000000444
ieee5,58,1,3,0.05,0.6156250000000001,0.075,0.0
ieee5,58,1,4,0.05,0.6156250000000001,0.075,0.0
ieee5,59,1,0,0.3,0.8062499999999999,0.2,0.0007812499999999556
ieee5,59,1,1,0.05,0.7515624999999999,0.075,0.0
ieee5,59,1,2,0.3,0.7320312499999999,0.2,0.006250000000000089
ieee5,59,1,3,0.05,0.72265625,0.075,0.0
ieee5,59,1,4,0.05,0.72265625,0.075,0.0
ieee5,60,1,0,0.3,0.79375,0.15,0.004687499999999956
ieee5,60,1,1,0.3,0.7671875000000001,0.05,0.005468750000000022
ieee5,60,1,2,0.05,0.7171875000000001,0.075,0.0
ieee5,60,1,3,0.05,0.7250000000000001,0.075,0.0
ieee5,60,1,4,0.15,0.7109375,0.2,0.0
ieee5,61,1,0,0.3,0.984375,0.2,0.0015625000000000222
ieee5,61,1,1,0.05,0.8546875,0.075,0.0
ieee5,61,1,2,0.3,0.90625,0.2,0.005468750000000022
ieee5,61,1,3,0.3,0.9125000000000001,0.05,0.002343750000000089
ieee5,61,1,4,0.075,0.921875,0.1,0.0
ieee5,62,1,0,0.3,1.065625,0.1,0.004687499999999956
ieee5,62,1,1,0.05,0.875,0.075,0.0007812499999999556
ieee5,62,1,2,0.3,0.9624999999999999,0.15,0.007031250000000044
ieee5,62,1,3,0.3,0.925,0.15,0.009375000000000022
ieee5,62,1,4,0.3,0.99609375,0.05,0.0007812500000000666
ieee5,63,1,0,0.3,1.0492187499999999,0.075,0.002343750000000089
ieee5,63,1,1,0.05,0.8539062500000001,0.075,0.0
ieee5,63,1,2,0.3,0.9382812500000002,0.05,0.006249999999999867
ieee5,63,1,3,0.3,0.8890625000000001,0.05,0.00390625
ieee5,63,1,4,0.3,0.9007812500000001,0.15,0.0031249999999999334
ieee5,64,1,0,0.3,1.1265625000000001,0.2,0.01171875
ieee5,64,1,1,0.05,0.8859375,0.075,0.0
ieee5,64,1,2,0.3,1.00859375,0.2,0.0015625000000001332
ieee5,64,1,3,0.15,0.92109375,0.2,0.0
ieee5,64,1,4,0.3,1.00703125,0.05,0.0031250000000000444
ieee5,65,1,0,0.3,1.1406250000000002,0.075,0.007031250000000044
ieee5,65,1,1,0.15,0.93046875,0.05,0.0007812500000000666
ieee5,65,1,2,0.3,1.02265625,0.2,0.002343750000000089
ieee5,65,1,3,0.1,0.95625,0.15,0.0
ieee5,65,1,4,0.3,1.0171875000000001,0.15,0.0078125
ieee5,66,1,0,0.3,1.07421875,0.075,0.0007812500000001776
ieee5,66,1,1,0.05,0.8617187500000001,0.075,0.0
ieee5,66,1,2,0.3,0.9609375,0.2,0.007031250000000044
ieee5,66,1,3,0.05,0.9031250000000002,0.075,0.0
ieee5,66,1,4,0.2,0.9437500000000001,0.3,0.0
ieee5,67,1,0,0.3,0.87265625,0.2,0.0015625000000000222
ieee5,67,1,1,0.05,0.7875000000000001,0.075,0.0
ieee5,67,1,2,0.1,0.7890625000000001,0.15,0.0
ieee5,67,1,3,0.05,0.7609375,0.075,0.0
ieee5,67,1,4,0.075,0.7523437500000001,0.1,0.0
ieee5,68,1,0,0.3,0.8179687499999999,0.2,0.004687500000000067
ieee5,68,1,1,0.05,0.77265625,0.075,0.0
ieee5,68,1,2,0.3,0.73828125,0.2,0.015625
ieee5,68,1,3,0.05,0.74453125,0.075,0.0
ieee5,68,1,4,0.05,0.73515625,0.075,0.0
ieee5,69,1,0,0.2,0.9367187500000002,0.3,0.0
ieee5,69,1,1,0.05,0.87421875,0.075,0.0015625000000000222
ieee5,69,1,2,0.3,0.9875,0.2,0.0031249999999999334
ieee5,69,1,3,0.05,0.90546875,0.075,0.0
ieee5,69,1,4,0.2,0.9539062500000001,0.3,0.0
ieee5,70,1,0,0.3,0.7140625,0.075,0.00390625
ieee5,70,1,1,0.075,0.6328125,0.1,0.0
ieee5,70,1,2,0.075,0.65625,0.1,0.0
ieee5,70,1,3,0.05,0.64375,0.075,0.0
ieee5,70,1,4,0.3,0.640625,0.2,0.0015625000000001332
ieee5,71,1,0,0.3,0.80078125,0.2,0.0031249999999999334
ieee5,71,1,1,0.05,0.7234375,0.075,0.0
ieee5,71,1,2,0.3,0.7132812500000001,0.2,0.015624999999999889
ieee5,71,1,3,0.05,0.70703125,0.075,0.0
ieee5,71,1,4,0.05,0.7132812500000001,0.075,0.0
ieee5,72,1,0,0.075,0.6468750000000001,0.1,0.0
ieee5,72,1,1,0.05,0.609375,0.075,0.0
ieee5,72,1,2,0.05,0.6140625000000001,0.075,0.0
ieee5,72,1,3,0.05,0.6125,0.075,0.0
ieee5,72,1,4,0.05,0.6109375,0.075,0.0
ieee5,73,1,0,0.3,0.9335937500000001,0.075,0.0007812499999999556
ieee5,73,1,1,0.05,0.8335937500000001,0.075,0.0
ieee5,73,1,2,0.3,0.8859375,0.2,0.0015625000000000222
ieee5,73,1,3,0.1,0.8765625000000001,0.15,0.0
ieee5,73,1,4,0.05,0.878125,0.075,0.0
ieee5,74,1,0,0.3,1.1218750000000002,0.15,0.0023437499999998668
ieee5,74,1,1,0.05,0.890625,0.075,0.0
ieee5,74,1,2,0.3,0.97734375,0.2,0.010156250000000089
ieee5,74,1,3,0.3,0.92890625,0.15,0.002343750000000089
ieee5,74,1,4,0.3,1.009375,0.05,0.00390625
ieee5,75,1,0,0.3,1.13125,0.2,0.004687500000000178
ieee5,75,1,1,0.15,0.89375,0.1,0.0023437499999998668
ieee5,75,1,2,0.2,0.96875,0.3,0.0
ieee5,75,1,3,0.075,0.9281250000000001,0.1,0.0
ieee5,75,1,4,0.3,1.0,0.15,0.006250000000000089
ieee5,76,1,0,0.3,1.140625,0.2,0.002343750000000089
ieee5,76,1,1,0.2,0.89453125,0.15,0.0015625000000000222
ieee5,76,1,2,0.2,0.93671875,0.3,0.0
ieee5,76,1,3,0.2,0.9187500000000001,0.3,0.0
ieee5,76,1,4,0.3,0.9710937500000001,0.05,0.006249999999999978
ieee5,77,1,0,0.3,1.1148437500000001,0.2,0.018750000000000044
ieee5,77,1,1,0.1,0.89609375,0.05,0.0015625000000000222
ieee5,77,1,2,0.15,1.0226562499999998,0.2,0.0
ieee5,77,1,3,0.05,0.92109375,0.075,0.005468749999999911
ieee5,77,1,4,0.3,1.03125,0.2,0.006250000000000089
ieee5,78,1,0,0.3,1.1335937500000002,0.15,0.014062500000000089
ieee5,78,1,1,0.05,0.9156250000000001,0.075,0.0
ieee5,78,1,2,0.3,0.99921875,0.2,0.002343750000000089
ieee5,78,1,3,0.15,0.925,0.2,0.0
ieee5,78,1,4,0.2,1.04375,0.3,0.0
ieee5,79,1,0,0.3,1.021875,0.2,0.0015624999999999112
ieee5,79,1,1,0.1,0.8359375000000001,0.05,0.0007812500000000666
ieee5,79,1,2,0.2,0.940625,0.3,0.0
ieee5,79,1,3,0.3,0.85546875,0.2,0.0078125
ieee5,79,1,4,0.3,0.8695312500000001,0.2,0.008593749999999956
ieee5,80,1,0,0.3,0.8046875,0.2,0.00390625
ieee5,80,1,1,0.05,0.76328125,0.075,0.006249999999999978
ieee5,80,1,2,0.3,0.7320312499999999,0.2,0.028125000000000067
ieee5,80,1,3,0.05,0.72890625,0.075,0.0
ieee5,80,1,4,0.05,0.72890625,0.075,0.0
ieee5,81,1,0,0.15,0.9125000000000001,0.075,0.0007812499999999556
ieee5,81,1,1,0.05,0.8445312500000001,0.075,0.0015625000000000222
ieee5,81,1,2,0.3,0.91015625,0.2,0.0015625000000000222
ieee5,81,1,3,0.05,0.8843750000000001,0.075,0.0
ieee5,81,1,4,0.15,0.8648437500000001,0.2,0.0
ieee5,82,1,0,0.3,0.7203125,0.2,0.007812500000000111
ieee5,82,1,1,0.3,0.6640625,0.2,0.0078125
ieee5,82,1,2,0.05,0.6328125,0.075,0.0
ieee5,82,1,3,0.05,0.6328125,0.075,0.0
ieee5,82,1,4,0.05,0.6296875000000001,0.075,0.0
ieee5,83,1,0,0.3,0.83984375,0.2,0.004687499999999956
