step,fixed_previous_actions,observation_values_or_bins,selected_action,action_entropy,logit_grad_norm_wrt_y,next_action_probabilities,mean_TV_between_bins,mean_KL_between_bins,observation_to_action_mutual_information,unique_selected_actions_across_bins,seed
2,23,-1.4285714285714286,11,3.2847483158111572,0.00666350033134222,0.029863 0.057912 0.043757 0.044373 0.022568 0.038526 0.042231 0.030315 0.037912 0.017570 0.049869 0.085929 0.018363 0.020491 0.023599 0.042122 0.033631 0.037759 0.018377 0.041240 0.030228 0.048868 0.033769 0.000000 0.019666 0.026663 0.042157 0.018107 0.021113 0.023022,0.001106845713885767,4.661413835752423e-06,2.005072842548974e-06,1,202
2,23,-0.8571428571428572,11,3.2851333618164062,0.00211400561966002,0.029867 0.057829 0.043777 0.044362 0.022587 0.038483 0.042221 0.030358 0.037915 0.017614 0.049904 0.085704 0.018391 0.020494 0.023603 0.042141 0.033639 0.037746 0.018398 0.041245 0.030255 0.048870 0.033790 0.000000 0.019694 0.026684 0.042119 0.018151 0.021139 0.023020,0.001106845713885767,4.661413835752423e-06,2.005072842548974e-06,1,202
2,23,-0.2857142857142858,11,3.2852797508239746,0.002127837622538209,0.029861 0.057775 0.043788 0.044357 0.022589 0.038454 0.042218 0.030387 0.037917 0.017643 0.049941 0.085612 0.018402 0.020483 0.023601 0.042154 0.033644 0.037728 0.018394 0.041266 0.030275 0.048889 0.033815 0.000000 0.019702 0.026698 0.042077 0.018170 0.021154 0.023011,0.001106845713885767,4.661413835752423e-06,2.005072842548974e-06,1,202
2,23,0.2857142857142856,11,3.285332679748535,0.001033234759233892,0.029852 0.057737 0.043796 0.044352 0.022584 0.038428 0.042219 0.030410 0.037919 0.017666 0.049978 0.085565 0.018407 0.020465 0.023594 0.042168 0.033646 0.037708 0.018381 0.041291 0.030292 0.048916 0.033840 0.000000 0.019704 0.026708 0.042033 0.018178 0.021163 0.022998,0.001106845713885767,4.661413835752423e-06,2.005072842548974e-06,1,202
2,23,0.8571428571428568,11,3.2848634719848633,0.00696925213560462,0.029813 0.057788 0.043812 0.044351 0.022543 0.038406 0.042242 0.030401 0.037922 0.017657 0.050028 0.085767 0.018379 0.020407 0.023564 0.042202 0.033636 0.037678 0.018322 0.041342 0.030289 0.048991 0.033871 0.000000 0.019668 0.026696 0.041988 0.018136 0.021145 0.022955,0.001106845713885767,4.661413835752423e-06,2.005072842548974e-06,1,202
2,23,1.4285714285714284,11,3.28420352935791,0.0077068256214261055,0.029763 0.057868 0.043835 0.044350 0.022490 0.038382 0.042272 0.030378 0.037925 0.017635 0.050084 0.086064 0.018341 0.020337 0.023521 0.042244 0.033624 0.037645 0.018248 0.041401 0.030279 0.049080 0.033902 0.000000 0.019617 0.026677 0.041942 0.018080 0.021119 0.022898,0.001106845713885767,4.661413835752423e-06,2.005072842548974e-06,1,202
2,23,2.0,11,3.2834792137145996,0.008921649307012558,0.029715 0.057945 0.043867 0.044361 0.022432 0.038355 0.042305 0.030350 0.037929 0.017604 0.050138 0.086405 0.018299 0.020267 0.023474 0.042293 0.033614 0.037604 0.018174 0.041462 0.030267 0.049160 0.033923 0.000000 0.019560 0.026658 0.041890 0.018021 0.021090 0.022838,0.001106845713885767,4.661413835752423e-06,2.005072842548974e-06,1,202
3,23 29,-2.0,11,3.231412887573242,0.0024806426372379065,0.029577 0.061720 0.044811 0.045627 0.021979 0.039424 0.043802 0.029780 0.038313 0.016934 0.051827 0.096965 0.017389 0.019541 0.023465 0.043628 0.033823 0.038333 0.017093 0.042850 0.030069 0.051440 0.035066 0.000000 0.018740 0.026427 0.043490 0.017033 0.020854 0.000000,0.00032593323183911186,3.8485452234583916e-07,1.73748285226953e-07,1,202
3,23 29,-1.4285714285714286,11,3.231619119644165,0.0021889244671911,0.029580 0.061686 0.044819 0.045629 0.021987 0.039412 0.043806 0.029800 0.038319 0.016954 0.051818 0.096866 0.017405 0.019545 0.023473 0.043602 0.033826 0.038327 0.017102 0.042865 0.030084 0.051416 0.035084 0.000000 0.018753 0.026440 0.043491 0.017045 0.020864 0.000000,0.00032593323183911186,3.8485452234583916e-07,1.73748285226953e-07,1,202
3,23 29,-0.8571428571428572,11,3.231747627258301,0.0016597247449681163,0.029581 0.061661 0.044831 0.045628 0.021989 0.039398 0.043812 0.029815 0.038323 0.016968 0.051815 0.096801 0.017417 0.019546 0.023476 0.043584 0.033826 0.038323 0.017107 0.042882 0.030095 0.051397 0.035101 0.000000 0.018759 0.026448 0.043496 0.017051 0.020871 0.000000,0.00032593323183911186,3.8485452234583916e-07,1.73748285226953e-07,1,202
3,23 29,-0.2857142857142858,11,3.231780529022217,0.0009660255745984614,0.029577 0.061653 0.044839 0.045625 0.021988 0.039385 0.043820 0.029828 0.038320 0.016978 0.051817 0.096778 0.017422 0.019538 0.023473 0.043572 0.033822 0.038317 0.017104 0.042903 0.030100 0.051388 0.035121 0.000000 0.018758 0.026453 0.043498 0.017050 0.020872 0.000000,0.00032593323183911186,3.8485452234583916e-07,1.73748285226953e-07,1,202
3,23 29,0.2857142857142856,11,3.231761932373047,0.0009160101762972772,0.029568 0.061658 0.044851 0.045620 0.021981 0.039375 0.043825 0.029835 0.038315 0.016986 0.051822 0.096774 0.017423 0.019530 0.023469 0.043568 0.033821 0.038311 0.017096 0.042924 0.030099 0.051380 0.035140 0.000000 0.018754 0.026454 0.043504 0.017045 0.020871 0.000000,0.00032593323183911186,3.8485452234583916e-07,1.73748285226953e-07,1,202
3,23 29,0.8571428571428568,11,3.231706380844116,0.000928821915294975,0.029556 0.061673 0.044867 0.045615 0.021973 0.039364 0.043830 0.029840 0.038307 0.016992 0.051829 0.096785 0.017421 0.019520 0.023462 0.043567 0.033819 0.038305 0.017087 0.042945 0.030094 0.051372 0.035159 0.000000 0.018749 0.026453 0.043511 0.017038 0.020866 0.000000,0.00032593323183911186,3.8485452234583916e-07,1.73748285226953e-07,1,202
3,23 29,1.4285714285714284,11,3.2316417694091797,0.0019370479276403785,0.029543 0.061689 0.044882 0.045611 0.021965 0.039353 0.043834 0.029845 0.038299 0.016997 0.051838 0.096801 0.017419 0.019510 0.023455 0.043566 0.033816 0.038299 0.017077 0.042966 0.030089 0.051364 0.035178 0.000000 0.018742 0.026452 0.043518 0.017031 0.020862 0.000000,0.00032593323183911186,3.8485452234583916e-07,1.73748285226953e-07,1,202
3,23 29,2.0,11,3.231448173522949,0.002092141890898347,0.029528 0.061723 0.044903 0.045615 0.021946 0.039344 0.043836 0.029839 0.038296 0.016993 0.051846 0.096880 0.017407 0.019496 0.023446 0.043567 0.033810 0.038298 0.017056 0.042991 0.030079 0.051358 0.035188 0.000000 0.018723 0.026450 0.043520 0.017013 0.020851 0.000000,0.00032593323183911186,3.8485452234583916e-07,1.73748285226953e-07,1,202
4,23 29 10,-2.0,11,3.199359893798828,0.0007253295625559986,0.031632 0.064197 0.047406 0.048193 0.023532 0.041306 0.046280 0.031674 0.040352 0.018242 0.000000 0.099300 0.018737 0.021179 0.025214 0.045497 0.035672 0.040260 0.018616 0.045280 0.031680 0.053786 0.036893 0.000000 0.020173 0.027980 0.045985 0.018517 0.022416 0.000000,0.0004928506511662688,1.0681991052966363e-06,4.7444410666027465e-07,1,202
4,23 29 10,-1.4285714285714286,11,3.199403762817383,0.0006521925097331405,0.031629 0.064179 0.047401 0.048196 0.023538 0.041295 0.046286 0.031683 0.040352 0.018250 0.000000 0.099293 0.018742 0.021177 0.025213 0.045502 0.035661 0.040255 0.018622 0.045291 0.031682 0.053779 0.036904 0.000000 0.020176 0.027984 0.045971 0.018521 0.022417 0.000000,0.0004928506511662688,1.0681991052966363e-06,4.7444410666027465e-07,1,202
4,23 29 10,-0.8571428571428572,11,3.1993908882141113,0.0011721397750079632,0.031623 0.064169 0.047398 0.048202 0.023540 0.041282 0.046293 0.031687 0.040352 0.018255 0.000000 0.099312 0.018744 0.021172 0.025209 0.045509 0.035653 0.040247 0.018623 0.045304 0.031683 0.053777 0.036913 0.000000 0.020176 0.027985 0.045956 0.018521 0.022415 0.000000,0.0004928506511662688,1.0681991052966363e-06,4.7444410666027465e-07,1,202
4,23 29 10,-0.2857142857142858,11,3.199272632598877,0.001475560711696744,0.031610 0.064181 0.047397 0.048208 0.023534 0.041270 0.046300 0.031686 0.040350 0.018254 0.000000 0.099375 0.018739 0.021159 0.025198 0.045522 0.035642 0.040240 0.018614 0.045319 0.031681 0.053781 0.036924 0.000000 0.020168 0.027983 0.045944 0.018513 0.022407 0.000000,0.0004928506511662688,1.0681991052966363e-06,4.7444410666027465e-07,1,202
4,23 29 10,0.2857142857142856,11,3.199063777923584,0.002655693097040057,0.031593 0.064206 0.047399 0.048216 0.023522 0.041262 0.046310 0.031679 0.040350 0.018247 0.000000 0.099482 0.018727 0.021140 0.025184 0.045537 0.035626 0.040232 0.018598 0.045337 0.031674 0.053790 0.036934 0.000000 0.020153 0.027980 0.045931 0.018497 0.022394 0.000000,0.0004928506511662688,1.0681991052966363e-06,4.7444410666027465e-07,1,202
4,23 29 10,0.8571428571428568,11,3.198805093765259,0.002824727911502123,0.031576 0.064238 0.047401 0.048227 0.023506 0.041260 0.046320 0.031669 0.040354 0.018237 0.000000 0.099612 0.018710 0.021116 0.025169 0.045551 0.035609 0.040226 0.018579 0.045354 0.031666 0.053800 0.036940 0.000000 0.020134 0.027976 0.045918 0.018475 0.022376 0.000000,0.0004928506511662688,1.0681991052966363e-06,4.7444410666027465e-07,1,202
4,23 29 10,1.4285714285714284,11,3.1985530853271484,0.002420147880911827,0.031559 0.064270 0.047404 0.048239 0.023491 0.041258 0.046329 0.031657 0.040358 0.018226 0.000000 0.099736 0.018695 0.021095 0.025155 0.045567 0.035595 0.040222 0.018560 0.045369 0.031658 0.053809 0.036944 0.000000 0.020115 0.027972 0.045904 0.018453 0.022359 0.000000,0.0004928506511662688,1.0681991052966363e-06,4.7444410666027465e-07,1,202
4,23 29 10,2.0,11,3.19832444190979,0.002587558003142476,0.031544 0.064298 0.047410 0.048250 0.023476 0.041257 0.046337 0.031647 0.040361 0.018217 0.000000 0.099851 0.018680 0.021077 0.025143 0.045583 0.035582 0.040216 0.018543 0.045382 0.031650 0.053815 0.036946 0.000000 0.020098 0.027968 0.045891 0.018434 0.022343 0.000000,0.0004928506511662688,1.0681991052966363e-06,4.7444410666027465e-07,1,202
2,23,-2.0,10,3.360318660736084,0.0006976478034630418,0.035698 0.026367 0.033443 0.030959 0.030564 0.035525 0.036999 0.035568 0.042501 0.031842 0.042883 0.026965 0.034650 0.032990 0.037103 0.035433 0.027485 0.038729 0.039267 0.034186 0.033968 0.032693 0.037685 0.000000 0.031992 0.035124 0.037254 0.037616 0.035792 0.028719,0.0008665248419025115,3.174381471840856e-06,1.393583646059535e-06,1,303
2,23,-1.4285714285714286,10,3.3603620529174805,0.0010381668107584119,0.035651 0.026382 0.033430 0.030988 0.030601 0.035536 0.037008 0.035568 0.042474 0.031853 0.042867 0.026983 0.034653 0.032969 0.037053 0.035401 0.027490 0.038711 0.039262 0.034210 0.034006 0.032740 0.037665 0.000000 0.032031 0.035084 0.037245 0.037629 0.035783 0.028726,0.0008665248419025115,3.174381471840856e-06,1.393583646059535e-06,1,303
2,23,-0.8571428571428572,10,3.3604018688201904,0.001381567562930286,0.035602 0.026394 0.033422 0.031014 0.030636 0.035540 0.037019 0.035569 0.042449 0.031860 0.042846 0.026998 0.034660 0.032942 0.037006 0.035370 0.027493 0.038693 0.039264 0.034232 0.034036 0.032792 0.037645 0.000000 0.032074 0.035041 0.037240 0.037649 0.035776 0.028737,0.0008665248419025115,3.174381471840856e-06,1.393583646059535e-06,1,303
2,23,-0.2857142857142858,10,3.3604378700256348,0.0013730821665376425,0.035545 0.026408 0.033413 0.031025 0.030673 0.035535 0.037038 0.035573 0.042428 0.031863 0.042828 0.027026 0.034665 0.032919 0.036970 0.035344 0.027487 0.038675 0.039267 0.034250 0.034071 0.032846 0.037622 0.000000 0.032115 0.034990 0.037232 0.037670 0.035777 0.028745,0.0008665248419025115,3.174381471840856e-06,1.393583646059535e-06,1,303
2,23,0.2857142857142856,10,3.3604695796966553,0.001079973066225648,0.035493 0.026418 0.033405 0.031036 0.030710 0.035532 0.037055 0.035577 0.042409 0.031866 0.042806 0.027049 0.034673 0.032897 0.036937 0.035313 0.027477 0.038650 0.039281 0.034270 0.034105 0.032907 0.037602 0.000000 0.032156 0.034938 0.037220 0.037691 0.035777 0.028746,0.0008665248419025115,3.174381471840856e-06,1.393583646059535e-06,1,303
2,23,0.8571428571428568,10,3.3604934215545654,0.0012136148288846016,0.035444 0.026424 0.033394 0.031044 0.030746 0.035526 0.037076 0.035581 0.042390 0.031868 0.042789 0.027069 0.034683 0.032874 0.036912 0.035288 0.027465 0.038630 0.039296 0.034287 0.034134 0.032972 0.037582 0.000000 0.032193 0.034886 0.037210 0.037715 0.035781 0.028744,0.0008665248419025115,3.174381471840856e-06,1.393583646059535e-06,1,303
2,23,1.4285714285714284,10,3.360515594482422,0.0008595969411544502,0.035403 0.026429 0.033379 0.031048 0.030785 0.035523 0.037096 0.035587 0.042366 0.031880 0.042771 0.027073 0.034695 0.032852 0.036887 0.035258 0.027457 0.038614 0.039305 0.034311 0.034154 0.033038 0.037565 0.000000 0.032232 0.034829 0.037204 0.037732 0.035786 0.028741,0.0008665248419025115,3.174381471840856e-06,1.393583646059535e-06,1,303
2,23,2.0,10,3.360522985458374,0.0006559831090271473,0.035371 0.026427 0.033356 0.031048 0.030812 0.035526 0.037115 0.035592 0.042347 0.031894 0.042758 0.027064 0.034703 0.032833 0.036876 0.035242 0.027448 0.038606 0.039311 0.034334 0.034160 0.033107 0.037558 0.000000 0.032266 0.034783 0.037205 0.037738 0.035796 0.028725,0.0008665248419025115,3.174381471840856e-06,1.393583646059535e-06,1,303
3,23 29,-2.0,10,3.3252670764923096,0.0012436768738552928,0.036794 0.026955 0.034672 0.031732 0.031152 0.036668 0.038231 0.036540 0.043807 0.032605 0.044123 0.027477 0.035545 0.034012 0.038673 0.036693 0.028166 0.040108 0.040128 0.035232 0.034804 0.033804 0.038699 0.000000 0.032679 0.036398 0.038438 0.038785 0.037082 0.000000,0.0004477354232221842,8.486877699657011e-07,3.5997519541045677e-07,1,303
3,23 29,-1.4285714285714286,10,3.325284004211426,0.0010678177932277322,0.036787 0.026958 0.034684 0.031742 0.031167 0.036671 0.038238 0.036549 0.043804 0.032616 0.044102 0.027484 0.035551 0.034001 0.038652 0.036665 0.028165 0.040090 0.040155 0.035230 0.034800 0.033820 0.038688 0.000000 0.032709 0.036372 0.038446 0.038794 0.037061 0.000000,0.0004477354232221842,8.486877699657011e-07,3.5997519541045677e-07,1,303
3,23 29,-0.8571428571428572,10,3.3252904415130615,0.0010286194738000631,0.036785 0.026954 0.034690 0.031751 0.031175 0.036672 0.038242 0.036561 0.043803 0.032624 0.044084 0.027486 0.035558 0.033988 0.038640 0.036642 0.028161 0.040075 0.040188 0.035224 0.034793 0.033830 0.038683 0.000000 0.032741 0.036351 0.038460 0.038801 0.037038 0.000000,0.0004477354232221842,8.486877699657011e-07,3.5997519541045677e-07,1,303
3,23 29,-0.2857142857142858,10,3.3252904415130615,0.0007570462767034769,0.036780 0.026945 0.034693 0.031756 0.031183 0.036673 0.038245 0.036573 0.043803 0.032633 0.044071 0.027481 0.035565 0.033974 0.038632 0.036625 0.028157 0.040061 0.040224 0.035218 0.034785 0.033840 0.038677 0.000000 0.032772 0.036330 0.038474 0.038811 0.037017 0.000000,0.0004477354232221842,8.486877699657011e-07,3.5997519541045677e-07,1,303
3,23 29,0.2857142857142856,10,3.325284957885742,0.0007278309785760939,0.036774 0.026932 0.034689 0.031757 0.031189 0.036677 0.038247 0.036584 0.043808 0.032643 0.044064 0.027472 0.035573 0.033960 0.038625 0.036613 0.028152 0.040047 0.040264 0.035215 0.034773 0.033852 0.038668 0.000000 0.032802 0.036308 0.038486 0.038826 0.037000 0.000000,0.0004477354232221842,8.486877699657011e-07,3.5997519541045677e-07,1,303
3,23 29,0.8571428571428568,10,3.3252761363983154,0.0007229507900774479,0.036769 0.026915 0.034687 0.031758 0.031194 0.036681 0.038250 0.036592 0.043814 0.032653 0.044058 0.027461 0.035583 0.033945 0.038620 0.036599 0.028146 0.040033 0.040303 0.035214 0.034759 0.033866 0.038660 0.000000 0.032827 0.036290 0.038497 0.038840 0.036985 0.000000,0.0004477354232221842,8.486877699657011e-07,3.5997519541045677e-07,1,303
